,k,destRegion,originRegion,migrations,originPop,destPop
495,3.92E-06,FrenchEurope,MiddleAfrica,21878,107982268,76430051
529,9.07E-06,FrenchWestAfrica,MiddleAfrica,83183,107982268,304167444
574,6.48E-06,GermanEurope,MiddleAfrica,41852,107982268,114616640
587,8.10E-08,IndianSubcontinent,MiddleAfrica,1352,107982268,1601926753
635,1.74E-06,ItalianEurope,MiddleAfrica,9245,107982268,66608219
670,5.15E-08,Japan,MiddleAfrica,346,107982268,128070000
689,3.62E-10,Korea,MiddleAfrica,2,107982268,74145711
735,3.50E-08,Madagascar,MiddleAfrica,123,107982268,21151640
792,3.87E-10,Melanesia,MiddleAfrica,1,107982268,8982274
823,4.12E-05,MiddleAfrica,MiddleAfrica,260161,107982268,107982268
842,6.52E-07,NordicCountries,MiddleAfrica,2660,107982268,32071316
877,9.97E-06,NorthAfrica,MiddleAfrica,79234,107982268,203829916
935,3.54E-09,PersianMiddleEast,MiddleAfrica,22,107982268,103370678
972,5.65E-06,Portugal,MiddleAfrica,15470,107982268,10573100
980,1.41E-09,RussianAsia,MiddleAfrica,7,107982268,55419091
1024,9.09E-07,Somalia,MiddleAfrica,2610,107982268,12053223
1054,6.61E-08,SoutheastAsia,MiddleAfrica,773,107982268,595790239
1099,2.77E-06,SouthernAfrica,MiddleAfrica,14008,107982268,58410862.36
1137,2.96E-06,Spain,MiddleAfrica,13809,107982268,46576897
1176,4.04E-08,SpanishSouthAmerica,MiddleAfrica,318,107982268,198246902
1198,0,Tajikistan,MiddleAfrica,0,107982268,7641630
1254,1.01E-08,TurkishMiddleEast,MiddleAfrica,63,107982268,103089615
1275,3.35E-06,USA,MiddleAfrica,30957,107982268,309413317
2,6.55E-08,Angola,NordicCountries,84,32071316,23369131
57,6.59E-06,ArabicMiddleEast,NordicCountries,15636,32071316,129306537
93,7.64E-09,ArabicWestAfrica,NordicCountries,5,32071316,3609543
124,3.37E-05,AustrailiaNewZealand,NordicCountries,45095,32071316,26382450
164,7.68E-06,BalkanPeninsula,NordicCountries,10434,32071316,27436867
199,5.60E-07,Brazil,NordicCountries,1546,32071316,196796269
222,7.57E-06,BritishIsles,NordicCountries,14216,32071316,67406592
262,4.60E-05,Canada,NordicCountries,67559,32071316,34005274
324,6.63E-07,Caribbean,NordicCountries,1039,32071316,40878080
349,6.80E-07,CentralAmerica,NordicCountries,1744,32071316,160556595
395,6.83E-08,ChineseAsia,NordicCountries,377,32071316,1347978819
427,6.84E-07,EastAfrica,NordicCountries,2231,32071316,312744208
464,0.000148472,EasternEurope,NordicCountries,473316,32071316,293323902
483,0.000119522,FrenchEurope,NordicCountries,234792,32071316,76430051
536,7.80E-07,FrenchWestAfrica,NordicCountries,2520,32071316,304167444
543,0.00016128,GermanEurope,NordicCountries,366581,32071316,114616640
612,1.39E-07,IndianSubcontinent,NordicCountries,819,32071316,1601926753
614,7.23E-06,ItalianEurope,NordicCountries,13508,32071316,66608219
668,2.57E-07,Japan,NordicCountries,607,32071316,128070000
692,3.60E-09,Korea,NordicCountries,7,32071316,74145711
730,8.08E-09,Madagascar,NordicCountries,10,32071316,21151640
764,4.29E-08,Melanesia,NordicCountries,39,32071316,8982274
801,1.75E-07,MiddleAfrica,NordicCountries,389,32071316,107982268
856,0.00037685,NordicCountries,NordicCountries,541540,32071316,32071316
896,5.05E-07,NorthAfrica,NordicCountries,1411,32071316,203829916
933,7.76E-09,PersianMiddleEast,NordicCountries,17,32071316,103370678
949,2.48E-06,Portugal,NordicCountries,2390,32071316,10573100
990,1.27E-05,RussianAsia,NordicCountries,22304,32071316,55419091
1019,1.68E-08,Somalia,NordicCountries,17,32071316,12053223
1049,1.63E-06,SoutheastAsia,NordicCountries,6699,32071316,595790239
1097,2.03E-06,SouthernAfrica,NordicCountries,3625,32071316,58410862.36
1117,1.56E-05,Spain,NordicCountries,25658,32071316,46576897
1160,2.69E-06,SpanishSouthAmerica,NordicCountries,7450,32071316,198246902
1208,1.71E-06,Tajikistan,NordicCountries,1469,32071316,7641630
1250,6.56E-06,TurkishMiddleEast,NordicCountries,14350,32071316,103089615
1272,9.52E-05,USA,NordicCountries,309469,32071316,309413317
8,1.91E-09,Angola,NorthAfrica,12,203829916,23369131
40,0.000193581,ArabicMiddleEast,NorthAfrica,2254327,203829916,129306537
75,8.71E-07,ArabicWestAfrica,NorthAfrica,2798,203829916,3609543
122,6.83E-06,AustrailiaNewZealand,NorthAfrica,44873,203829916,26382450
171,2.51E-06,BalkanPeninsula,NorthAfrica,16726,203829916,27436867
186,4.79E-07,Brazil,NorthAfrica,6491,203829916,196796269
240,1.11E-05,BritishIsles,NorthAfrica,101806,203829916,67406592
281,1.34E-05,Canada,NorthAfrica,96652,203829916,34005274
292,7.85E-07,Caribbean,NorthAfrica,6036,203829916,40878080
329,6.22E-08,CentralAmerica,NorthAfrica,783,203829916,160556595
388,3.61E-08,ChineseAsia,NorthAfrica,978,203829916,1347978819
412,1.35E-05,EastAfrica,NorthAfrica,216828,203829916,312744208
466,5.65E-07,EasternEurope,NorthAfrica,8843,203829916,293323902
479,0.000182746,FrenchEurope,NorthAfrica,1761141,203829916,76430051
510,1.77E-06,FrenchWestAfrica,NorthAfrica,28071,203829916,304167444
553,3.13E-05,GermanEurope,NorthAfrica,348686,203829916,114616640
605,3.92E-07,IndianSubcontinent,NorthAfrica,11307,203829916,1601926753
642,4.64E-05,ItalianEurope,NorthAfrica,425874,203829916,66608219
653,1.54E-07,Japan,NorthAfrica,1783,203829916,128070000
720,1.68E-09,Korea,NorthAfrica,16,203829916,74145711
736,6.95E-07,Madagascar,NorthAfrica,4216,203829916,21151640
771,5.15E-07,Melanesia,NorthAfrica,2297,203829916,8982274
800,2.51E-06,MiddleAfrica,NorthAfrica,27437,203829916,107982268
840,4.03E-06,NordicCountries,NorthAfrica,28388,203829916,32071316
871,3.97E-05,NorthAfrica,NorthAfrica,544538,203829916,203829916
901,1.72E-07,PersianMiddleEast,NorthAfrica,1847,203829916,103370678
964,2.31E-07,Portugal,NorthAfrica,1094,203829916,10573100
987,7.11E-09,RussianAsia,NorthAfrica,61,203829916,55419091
1037,6.47E-07,Somalia,NorthAfrica,3206,203829916,12053223
1058,8.57E-07,SoutheastAsia,NorthAfrica,17304,203829916,595790239
1085,4.65E-07,SouthernAfrica,NorthAfrica,4066,203829916,58410862.36
1150,3.47E-05,Spain,NorthAfrica,279706,203829916,46576897
1155,4.68E-07,SpanishSouthAmerica,NorthAfrica,6360,203829916,198246902
1206,0,Tajikistan,NorthAfrica,0,203829916,7641630
1244,8.61E-07,TurkishMiddleEast,NorthAfrica,9240,203829916,103089615
1269,1.52E-05,USA,NorthAfrica,241769,203829916,309413317
35,0,Angola,PersianMiddleEast,0,103370678,23369131
68,6.97E-05,ArabicMiddleEast,PersianMiddleEast,452753,103370678,129306537
90,5.58E-10,ArabicWestAfrica,PersianMiddleEast,1,103370678,3609543
119,8.82E-06,AustrailiaNewZealand,PersianMiddleEast,32314,103370678,26382450
176,5.97E-07,BalkanPeninsula,PersianMiddleEast,2219,103370678,27436867
182,4.00E-08,Brazil,PersianMiddleEast,302,103370678,196796269
223,1.42E-05,BritishIsles,PersianMiddleEast,73168,103370678,67406592
264,2.36E-05,Canada,PersianMiddleEast,94956,103370678,34005274
317,2.59E-08,Caribbean,PersianMiddleEast,111,103370678,40878080
352,5.91E-08,CentralAmerica,PersianMiddleEast,415,103370678,160556595
389,2.98E-07,ChineseAsia,PersianMiddleEast,4499,103370678,1347978819
410,1.10E-08,EastAfrica,PersianMiddleEast,98,103370678,312744208
455,2.45E-06,EasternEurope,PersianMiddleEast,21367,103370678,293323902
470,5.37E-06,FrenchEurope,PersianMiddleEast,28842,103370678,76430051
515,1.30E-08,FrenchWestAfrica,PersianMiddleEast,115,103370678,304167444
545,3.06E-05,GermanEurope,PersianMiddleEast,190481,103370678,114616640
583,1.67E-06,IndianSubcontinent,PersianMiddleEast,26764,103370678,1601926753
626,1.80E-06,ItalianEurope,PersianMiddleEast,9210,103370678,66608219
675,8.96E-07,Japan,PersianMiddleEast,5797,103370678,128070000
688,1.20E-08,Korea,PersianMiddleEast,64,103370678,74145711
752,5.91E-10,Madagascar,PersianMiddleEast,2,103370678,21151640
762,2.33E-08,Melanesia,PersianMiddleEast,58,103370678,8982274
806,1.45E-08,MiddleAfrica,PersianMiddleEast,88,103370678,107982268
833,2.09E-05,NordicCountries,PersianMiddleEast,82299,103370678,32071316
882,2.23E-07,NorthAfrica,PersianMiddleEast,1709,103370678,203829916
927,0.000127197,PersianMiddleEast,PersianMiddleEast,762152,103370678,103370678
956,0,Portugal,PersianMiddleEast,0,103370678,10573100
983,5.67E-06,RussianAsia,PersianMiddleEast,27140,103370678,55419091
1021,0,Somalia,PersianMiddleEast,0,103370678,12053223
1056,4.79E-07,SoutheastAsia,PersianMiddleEast,5387,103370678,595790239
1115,6.74E-08,SouthernAfrica,PersianMiddleEast,329,103370678,58410862.36
1126,5.83E-07,Spain,PersianMiddleEast,2623,103370678,46576897
1168,1.26E-07,SpanishSouthAmerica,PersianMiddleEast,958,103370678,198246902
1209,6.70E-07,Tajikistan,PersianMiddleEast,1571,103370678,7641630
1236,4.12E-06,TurkishMiddleEast,PersianMiddleEast,24649,103370678,103089615
1292,3.82E-05,USA,PersianMiddleEast,339281,103370678,309413317
22,2.05E-05,Angola,Portugal,10113,10573100,23369131
55,8.64E-08,ArabicMiddleEast,Portugal,79,10573100,129306537
100,2.38E-08,ArabicWestAfrica,Portugal,6,10573100,3609543
138,2.99E-05,AustrailiaNewZealand,Portugal,15433,10573100,26382450
145,1.98E-05,BalkanPeninsula,Portugal,10372,10573100,27436867
192,0.00020024,Brazil,Portugal,212917,10573100,196796269
246,5.47E-06,BritishIsles,Portugal,3956,10573100,67406592
260,0.000268176,Canada,Portugal,151562,10573100,34005274
307,2.02E-06,Caribbean,Portugal,1218,10573100,40878080
360,5.38E-07,CentralAmerica,Portugal,532,10573100,160556595
394,2.46E-06,ChineseAsia,Portugal,5239,10573100,1347978819
422,3.19E-05,EastAfrica,Portugal,40089,10573100,312744208
434,2.53E-07,EasternEurope,Portugal,311,10573100,293323902
469,0.00027631,FrenchEurope,Portugal,209019,10573100,76430051
524,3.09E-06,FrenchWestAfrica,Portugal,3845,10573100,304167444
569,0.000341798,GermanEurope,Portugal,299166,10573100,114616640
577,1.49E-07,IndianSubcontinent,Portugal,336,10573100,1601926753
628,7.35E-06,ItalianEurope,Portugal,5290,10573100,66608219
677,7.85E-06,Japan,Portugal,7147,10573100,128070000
703,1.22E-07,Korea,Portugal,91,10573100,74145711
750,3.21E-07,Madagascar,Portugal,153,10573100,21151640
774,2.00E-08,Melanesia,Portugal,7,10573100,8982274
820,3.60E-06,MiddleAfrica,Portugal,3081,10573100,107982268
843,7.52E-06,NordicCountries,Portugal,4161,10573100,32071316
894,9.23E-07,NorthAfrica,Portugal,994,10573100,203829916
903,3.56E-09,PersianMiddleEast,Portugal,3,10573100,103370678
947,0,Portugal,Portugal,0,10573100,10573100
995,7.42E-09,RussianAsia,Portugal,5,10573100,55419091
1034,0,Somalia,Portugal,0,10573100,12053223
1055,6.59E-07,SoutheastAsia,Portugal,1044,10573100,595790239
1112,3.16E-05,SouthernAfrica,Portugal,21668,10573100,58410862.36
1125,7.19E-05,Spain,Portugal,45479,10573100,46576897
1180,6.26E-05,SpanishSouthAmerica,Portugal,66776,10573100,198246902
1193,0,Tajikistan,Portugal,0,10573100,7641630
1230,2.66E-07,TurkishMiddleEast,Portugal,224,10573100,103089615
1286,0.000171092,USA,Portugal,214110,10573100,309413317
9,1.95E-09,Angola,RussianAsia,4,55419091,23369131
46,8.54E-05,ArabicMiddleEast,RussianAsia,324570,55419091,129306537
94,1.15E-08,ArabicWestAfrica,RussianAsia,12,55419091,3609543
110,5.42E-07,AustrailiaNewZealand,RussianAsia,1161,55419091,26382450
172,1.93E-06,BalkanPeninsula,RussianAsia,4205,55419091,27436867
216,7.15E-08,Brazil,RussianAsia,316,55419091,196796269
218,1.13E-07,BritishIsles,RussianAsia,341,55419091,67406592
275,2.60E-06,Canada,RussianAsia,6119,55419091,34005274
311,4.38E-09,Caribbean,RussianAsia,11,55419091,40878080
337,1.17E-08,CentralAmerica,RussianAsia,48,55419091,160556595
366,4.53E-06,ChineseAsia,RussianAsia,39998,55419091,1347978819
419,4.21E-08,EastAfrica,RussianAsia,220,55419091,312744208
439,0.000936453,EasternEurope,RussianAsia,4778351,55419091,293323902
496,2.05E-06,FrenchEurope,RussianAsia,6443,55419091,76430051
528,1.41E-07,FrenchWestAfrica,RussianAsia,727,55419091,304167444
556,8.15E-06,GermanEurope,RussianAsia,29634,55419091,114616640
586,2.97E-07,IndianSubcontinent,RussianAsia,2790,55419091,1601926753
619,6.88E-07,ItalianEurope,RussianAsia,2059,55419091,66608219
665,3.91E-07,Japan,RussianAsia,1482,55419091,128070000
696,9.42E-08,Korea,RussianAsia,293,55419091,74145711
726,1.52E-09,Madagascar,RussianAsia,3,55419091,21151640
781,3.44E-09,Melanesia,RussianAsia,5,55419091,8982274
793,3.71E-08,MiddleAfrica,RussianAsia,132,55419091,107982268
861,1.29E-05,NordicCountries,RussianAsia,29695,55419091,32071316
881,7.15E-08,NorthAfrica,RussianAsia,320,55419091,203829916
924,8.50E-08,PersianMiddleEast,RussianAsia,298,55419091,103370678
950,2.72E-08,Portugal,RussianAsia,42,55419091,10573100
974,0.000245206,RussianAsia,RussianAsia,686746,55419091,55419091
1038,0,Somalia,RussianAsia,0,55419091,12053223
1069,1.37E-06,SoutheastAsia,RussianAsia,9041,55419091,595790239
1094,8.62E-08,SouthernAfrica,RussianAsia,246,55419091,58410862.36
1141,9.46E-08,Spain,RussianAsia,249,55419091,46576897
1182,1.20E-07,SpanishSouthAmerica,RussianAsia,530,55419091,198246902
1191,7.41E-05,Tajikistan,RussianAsia,101661,55419091,7641630
1233,4.81E-06,TurkishMiddleEast,RussianAsia,16836,55419091,103089615
1282,6.87E-06,USA,RussianAsia,35748,55419091,309413317
19,1.81E-09,Angola,Somalia,1,12053223,23369131
41,2.64E-05,ArabicMiddleEast,Somalia,27043,12053223,129306537
84,2.84E-08,ArabicWestAfrica,Somalia,8,12053223,3609543
117,9.40E-06,AustrailiaNewZealand,Somalia,5427,12053223,26382450
157,1.54E-07,BalkanPeninsula,Somalia,90,12053223,27436867
208,8.40E-09,Brazil,Somalia,10,12053223,196796269
244,2.27E-05,BritishIsles,Somalia,18389,12053223,67406592
254,3.13E-05,Canada,Somalia,19798,12053223,34005274
303,1.48E-08,Caribbean,Somalia,10,12053223,40878080
332,2.08E-08,CentralAmerica,Somalia,23,12053223,160556595
371,7.57E-09,ChineseAsia,Somalia,18,12053223,1347978819
398,0.000129664,EastAfrica,Somalia,182321,12053223,312744208
446,3.71E-08,EasternEurope,Somalia,51,12053223,293323902
472,2.53E-06,FrenchEurope,Somalia,2140,12053223,76430051
538,3.84E-07,FrenchWestAfrica,Somalia,534,12053223,304167444
560,3.16E-05,GermanEurope,Somalia,30937,12053223,114616640
596,7.82E-08,IndianSubcontinent,Somalia,198,12053223,1601926753
636,8.52E-06,ItalianEurope,Somalia,6864,12053223,66608219
663,6.87E-09,Japan,Somalia,7,12053223,128070000
718,0,Korea,Somalia,0,12053223,74145711
747,7.50E-09,Madagascar,Somalia,4,12053223,21151640
776,3.83E-08,Melanesia,Somalia,15,12053223,8982274
819,2.35E-06,MiddleAfrica,Somalia,2250,12053223,107982268
849,5.65E-05,NordicCountries,Somalia,35019,12053223,32071316
900,5.56E-06,NorthAfrica,Somalia,6703,12053223,203829916
920,2.75E-08,PersianMiddleEast,Somalia,26,12053223,103370678
946,0,Portugal,Somalia,0,12053223,10573100
986,1.33E-09,RussianAsia,Somalia,1,12053223,55419091
1011,0,Somalia,Somalia,0,12053223,12053223
1050,1.09E-07,SoutheastAsia,Somalia,193,12053223,595790239
1091,1.84E-06,SouthernAfrica,Somalia,1412,12053223,58410862.36
1147,1.57E-07,Spain,Somalia,111,12053223,46576897
1188,8.38E-09,SpanishSouthAmerica,Somalia,10,12053223,198246902
1220,0,Tajikistan,Somalia,0,12053223,7641630
1245,2.65E-08,TurkishMiddleEast,Somalia,25,12053223,103089615
1267,2.63E-05,USA,Somalia,36769,12053223,309413317
11,8.85E-10,Angola,SoutheastAsia,14,595790239,23369131
48,2.90E-05,ArabicMiddleEast,SoutheastAsia,849407,595790239,129306537
86,0,ArabicWestAfrica,SoutheastAsia,0,595790239,3609543
143,3.23E-05,AustrailiaNewZealand,SoutheastAsia,534238,595790239,26382450
177,5.11E-07,BalkanPeninsula,SoutheastAsia,8573,595790239,27436867
214,1.78E-08,Brazil,SoutheastAsia,608,595790239,196796269
235,4.31E-06,BritishIsles,SoutheastAsia,99818,595790239,67406592
278,2.59E-05,Canada,SoutheastAsia,469743,595790239,34005274
298,2.08E-07,Caribbean,SoutheastAsia,4017,595790239,40878080
346,4.73E-08,CentralAmerica,SoutheastAsia,1498,595790239,160556595
365,8.22E-06,ChineseAsia,SoutheastAsia,559858,595790239,1347978819
400,3.77E-08,EastAfrica,SoutheastAsia,1516,595790239,312744208
457,8.94E-07,EasternEurope,SoutheastAsia,35160,595790239,293323902
475,5.26E-06,FrenchEurope,SoutheastAsia,127605,595790239,76430051
513,1.52E-08,FrenchWestAfrica,SoutheastAsia,605,595790239,304167444
570,1.66E-05,GermanEurope,SoutheastAsia,466813,595790239,114616640
604,1.72E-06,IndianSubcontinent,SoutheastAsia,124959,595790239,1601926753
624,4.09E-06,ItalianEurope,SoutheastAsia,94321,595790239,66608219
652,7.06E-06,Japan,SoutheastAsia,206131,595790239,128070000
698,1.72E-06,Korea,SoutheastAsia,41177,595790239,74145711
753,6.88E-09,Madagascar,SoutheastAsia,105,595790239,21151640
784,5.69E-07,Melanesia,SoutheastAsia,6376,595790239,8982274
802,1.46E-08,MiddleAfrica,SoutheastAsia,401,595790239,107982268
853,4.52E-06,NordicCountries,SoutheastAsia,80165,595790239,32071316
868,2.27E-07,NorthAfrica,SoutheastAsia,7832,595790239,203829916
914,7.54E-08,PersianMiddleEast,SoutheastAsia,2037,595790239,103370678
968,2.05E-07,Portugal,SoutheastAsia,2442,595790239,10573100
1000,6.67E-09,RussianAsia,SoutheastAsia,144,595790239,55419091
1035,2.41E-10,Somalia,SoutheastAsia,3,595790239,12053223
1067,5.40E-05,SoutheastAsia,SoutheastAsia,2741579,595790239,595790239
1104,1.28E-07,SouthernAfrica,SoutheastAsia,2808,595790239,58410862.36
1143,7.87E-07,Spain,SoutheastAsia,15954,595790239,46576897
1175,7.98E-08,SpanishSouthAmerica,SoutheastAsia,2726,595790239,198246902
1205,0,Tajikistan,SoutheastAsia,0,595790239,7641630
1242,5.31E-08,TurkishMiddleEast,SoutheastAsia,1433,595790239,103089615
1264,8.15E-05,USA,SoutheastAsia,3267932,595790239,309413317
36,4.40E-07,Angola,SouthernAfrica,945,58410862.36,23369131
53,6.78E-07,ArabicMiddleEast,SouthernAfrica,2697,58410862.36,129306537
97,0,ArabicWestAfrica,SouthernAfrica,0,58410862.36,3609543
116,4.74E-05,AustrailiaNewZealand,SouthernAfrica,106435,58410862.36,26382450
166,6.14E-07,BalkanPeninsula,SouthernAfrica,1396,58410862.36,27436867
201,1.00E-07,Brazil,SouthernAfrica,463,58410862.36,196796269
238,4.85E-05,BritishIsles,SouthernAfrica,152461,58410862.36,67406592
258,1.52E-05,Canada,SouthernAfrica,37452,58410862.36,34005274
295,4.61E-07,Caribbean,SouthernAfrica,1210,58410862.36,40878080
328,4.24E-08,CentralAmerica,SouthernAfrica,182,58410862.36,160556595
386,2.13E-08,ChineseAsia,SouthernAfrica,197,58410862.36,1347978819
424,5.65E-05,EastAfrica,SouthernAfrica,308647,58410862.36,312744208
463,1.71E-07,EasternEurope,SouthernAfrica,912,58410862.36,293323902
480,3.52E-06,FrenchEurope,SouthernAfrica,11568,58410862.36,76430051
523,3.79E-07,FrenchWestAfrica,SouthernAfrica,2048,58410862.36,304167444
573,5.02E-06,GermanEurope,SouthernAfrica,19108,58410862.36,114616640
607,1.14E-06,IndianSubcontinent,SouthernAfrica,11173,58410862.36,1601926753
634,4.18E-07,ItalianEurope,SouthernAfrica,1309,58410862.36,66608219
650,9.84E-08,Japan,SouthernAfrica,390,58410862.36,128070000
702,9.22E-10,Korea,SouthernAfrica,3,58410862.36,74145711
734,3.91E-08,Madagascar,SouthernAfrica,81,58410862.36,21151640
765,3.00E-07,Melanesia,SouthernAfrica,457,58410862.36,8982274
826,8.05E-09,MiddleAfrica,SouthernAfrica,30,58410862.36,107982268
852,1.47E-06,NordicCountries,SouthernAfrica,3547,58410862.36,32071316
886,1.79E-07,NorthAfrica,SouthernAfrica,838,58410862.36,203829916
934,3.11E-08,PersianMiddleEast,SouthernAfrica,114,58410862.36,103370678
941,6.60E-06,Portugal,SouthernAfrica,10646,58410862.36,10573100
991,3.41E-09,RussianAsia,SouthernAfrica,10,58410862.36,55419091
1010,1.42E-08,Somalia,SouthernAfrica,24,58410862.36,12053223
1078,2.76E-07,SoutheastAsia,SouthernAfrica,1901,58410862.36,595790239
1082,8.92E-05,SouthernAfrica,SouthernAfrica,266509,58410862.36,58410862.36
1144,4.22E-07,Spain,SouthernAfrica,1162,58410862.36,46576897
1154,1.46E-07,SpanishSouthAmerica,SouthernAfrica,675,58410862.36,198246902
1207,0,Tajikistan,SouthernAfrica,0,58410862.36,7641630
1258,8.73E-08,TurkishMiddleEast,SouthernAfrica,320,58410862.36,103089615
1273,1.39E-05,USA,SouthernAfrica,75726,58410862.36,309413317
23,5.66E-09,Angola,Spain,10,46576897,23369131
60,2.32E-07,ArabicMiddleEast,Spain,759,46576897,129306537
87,1.02E-07,ArabicWestAfrica,Spain,92,46576897,3609543
140,6.98E-06,AustrailiaNewZealand,Spain,12878,46576897,26382450
169,1.56E-05,BalkanPeninsula,Spain,29204,46576897,27436867
209,1.14E-05,Brazil,Spain,43545,46576897,196796269
225,2.56E-05,BritishIsles,Spain,66313,46576897,67406592
288,5.18E-06,Canada,Spain,10480,46576897,34005274
323,1.14E-05,Caribbean,Spain,24651,46576897,40878080
335,7.76E-06,CentralAmerica,Spain,27460,46576897,160556595
364,1.71E-08,ChineseAsia,Spain,130,46576897,1347978819
411,5.63E-08,EastAfrica,Spain,253,46576897,312744208
444,4.12E-07,EasternEurope,Spain,1811,46576897,293323902
485,7.42E-05,FrenchEurope,Spain,200806,46576897,76430051
539,1.77E-07,FrenchWestAfrica,Spain,790,46576897,304167444
558,7.73E-05,GermanEurope,Spain,242061,46576897,114616640
611,2.10E-09,IndianSubcontinent,Spain,17,46576897,1601926753
632,7.64E-06,ItalianEurope,Spain,19676,46576897,66608219
679,4.67E-07,Japan,Spain,1523,46576897,128070000
690,3.36E-09,Korea,Spain,9,46576897,74145711
737,9.97E-09,Madagascar,Spain,17,46576897,21151640
782,6.39E-09,Melanesia,Spain,8,46576897,8982274
812,3.52E-07,MiddleAfrica,Spain,1080,46576897,107982268
863,5.22E-06,NordicCountries,Spain,10342,46576897,32071316
874,4.81E-06,NorthAfrica,Spain,18542,46576897,203829916
907,6.63E-10,PersianMiddleEast,Spain,2,46576897,103370678
940,9.56E-06,Portugal,Spain,12697,46576897,10573100
979,4.15E-10,RussianAsia,Spain,1,46576897,55419091
1016,0,Somalia,Spain,0,46576897,12053223
1072,4.04E-07,SoutheastAsia,Spain,2292,46576897,595790239
1088,2.71E-07,SouthernAfrica,Spain,666,46576897,58410862.36
1152,0,Spain,Spain,0,46576897,46576897
1159,6.80E-05,SpanishSouthAmerica,Spain,259370,46576897,198246902
1195,0,Tajikistan,Spain,0,46576897,7641630
1252,4.00E-07,TurkishMiddleEast,Spain,1205,46576897,103089615
1283,2.68E-05,USA,Spain,120013,46576897,309413317
24,3.26E-10,Angola,SpanishSouthAmerica,2,198246902,23369131
43,4.85E-06,ArabicMiddleEast,SpanishSouthAmerica,55124,198246902,129306537
89,3.35E-08,ArabicWestAfrica,SpanishSouthAmerica,105,198246902,3609543
136,9.33E-06,AustrailiaNewZealand,SpanishSouthAmerica,59870,198246902,26382450
160,5.55E-07,BalkanPeninsula,SpanishSouthAmerica,3613,198246902,27436867
198,1.05E-05,Brazil,SpanishSouthAmerica,139464,198246902,196796269
230,7.79E-06,BritishIsles,SpanishSouthAmerica,70022,198246902,67406592
287,2.70E-05,Canada,SpanishSouthAmerica,189748,198246902,34005274
315,1.13E-05,Caribbean,SpanishSouthAmerica,84521,198246902,40878080
340,6.34E-06,CentralAmerica,SpanishSouthAmerica,77884,198246902,160556595
384,1.45E-07,ChineseAsia,SpanishSouthAmerica,3836,198246902,1347978819
432,5.33E-08,EastAfrica,SpanishSouthAmerica,833,198246902,312744208
447,1.06E-06,EasternEurope,SpanishSouthAmerica,16115,198246902,293323902
478,1.39E-05,FrenchEurope,SpanishSouthAmerica,130506,198246902,76430051
526,1.63E-07,FrenchWestAfrica,SpanishSouthAmerica,2524,198246902,304167444
551,2.51E-05,GermanEurope,SpanishSouthAmerica,272869,198246902,114616640
594,0,IndianSubcontinent,SpanishSouthAmerica,0,198246902,1601926753
641,1.38E-05,ItalianEurope,SpanishSouthAmerica,123593,198246902,66608219
664,4.69E-06,Japan,SpanishSouthAmerica,53128,198246902,128070000
708,3.40E-08,Korea,SpanishSouthAmerica,316,198246902,74145711
741,2.53E-09,Madagascar,SpanishSouthAmerica,15,198246902,21151640
757,6.29E-08,Melanesia,SpanishSouthAmerica,274,198246902,8982274
811,2.14E-08,MiddleAfrica,SpanishSouthAmerica,228,198246902,107982268
847,9.57E-06,NordicCountries,SpanishSouthAmerica,65904,198246902,32071316
895,5.87E-08,NorthAfrica,SpanishSouthAmerica,786,198246902,203829916
915,0,PersianMiddleEast,SpanishSouthAmerica,0,198246902,103370678
957,5.01E-06,Portugal,SpanishSouthAmerica,23129,198246902,10573100
1005,1.04E-08,RussianAsia,SpanishSouthAmerica,87,198246902,55419091
1029,2.07E-10,Somalia,SpanishSouthAmerica,1,198246902,12053223
1075,2.44E-07,SoutheastAsia,SpanishSouthAmerica,4811,198246902,595790239
1108,2.48E-07,SouthernAfrica,SpanishSouthAmerica,2116,198246902,58410862.36
1118,6.92E-05,Spain,SpanishSouthAmerica,545145,198246902,46576897
1187,0.000162697,SpanishSouthAmerica,SpanishSouthAmerica,2157596,198246902,198246902
1196,0,Tajikistan,SpanishSouthAmerica,0,198246902,7641630
1239,3.95E-08,TurkishMiddleEast,SpanishSouthAmerica,414,198246902,103089615
1279,0.000113763,USA,SpanishSouthAmerica,1770901,198246902,309413317
7,0,Angola,Tajikistan,0,7641630,23369131
51,1.19E-05,ArabicMiddleEast,Tajikistan,8203,7641630,129306537
103,1.57E-08,ArabicWestAfrica,Tajikistan,3,7641630,3609543
127,1.05E-07,AustrailiaNewZealand,Tajikistan,41,7641630,26382450
153,7.58E-08,BalkanPeninsula,Tajikistan,30,7641630,27436867
194,6.22E-09,Brazil,Tajikistan,5,7641630,196796269
250,2.93E-08,BritishIsles,Tajikistan,16,7641630,67406592
277,2.85E-07,Canada,Tajikistan,122,7641630,34005274
322,2.19E-09,Caribbean,Tajikistan,1,7641630,40878080
338,6.69E-09,CentralAmerica,Tajikistan,5,7641630,160556595
393,1.49E-06,ChineseAsia,Tajikistan,2396,7641630,1347978819
423,2.74E-08,EastAfrica,Tajikistan,26,7641630,312744208
460,0.000452952,EasternEurope,Tajikistan,420569,7641630,293323902
471,1.49E-07,FrenchEurope,Tajikistan,85,7641630,76430051
531,1.41E-07,FrenchWestAfrica,Tajikistan,133,7641630,304167444
552,8.05E-07,GermanEurope,Tajikistan,533,7641630,114616640
606,0,IndianSubcontinent,Tajikistan,0,7641630,1601926753
