,k,destRegion,originRegion,migrations,originPop,destPop
400,7.43E-11,EastAfrica,SoutheastAsia,3.2,597327771,313782635
401,2.03E-09,EastAfrica,ArabicMiddleEast,22.5,129648409,313782635
402,-4.70E-09,EastAfrica,ChineseAsia,-393.1,1393132348,313782635
403,0,EastAfrica,EasternEurope,0,294540681,313782635
404,1.98E-06,EastAfrica,MiddleAfrica,18386.3,107982268,313782635
405,3.23E-08,EastAfrica,IndianSubcontinent,3051,1602003617,313782635
406,0,EastAfrica,CentralAmerica,0,160556595,313782635
407,2.23E-08,EastAfrica,ItalianEurope,137.5,66998485,313782635
408,0,EastAfrica,Melanesia,0,8983311,313782635
409,0,EastAfrica,TurkishMiddleEast,0,103089615,313782635
410,0,EastAfrica,PersianMiddleEast,0,103370678,313782635
411,0,EastAfrica,Spain,0,46788630,313782635
412,4.19E-07,EastAfrica,NorthAfrica,6728.5,204310190,313782635
413,3.63E-08,EastAfrica,FrenchEurope,245.4,74473368,313782635
414,1.41E-08,EastAfrica,BalkanPeninsula,43.8,29503649,313782635
415,1.81E-08,EastAfrica,FrenchWestAfrica,409.5,304171621,313782635
416,0,EastAfrica,Brazil,0,196796269,313782635
417,2.38E-08,EastAfrica,AustrailiaNewZealand,66.5,26490126,313782635
418,3.88E-08,EastAfrica,GermanEurope,377.2,113855625,313782635
419,0,EastAfrica,RussianAsia,0,55514817,313782635
420,1.41E-08,EastAfrica,USA,324.6,308711621,313782635
421,0,EastAfrica,Caribbean,0,41724731,313782635
422,2.55E-06,EastAfrica,Portugal,3228.8,10652321,313782635
423,0,EastAfrica,Tajikistan,0,7641630,313782635
424,-1.36E-07,EastAfrica,SouthernAfrica,-748.1,59016093,313782635
425,1.76E-09,EastAfrica,Japan,19.5,128551873,313782635
426,0,EastAfrica,ArabicWestAfrica,0,3609543,313782635
427,2.99E-08,EastAfrica,NordicCountries,98.9,32140303,313782635
428,-5.39E-08,EastAfrica,Madagascar,-123.4,21151640,313782635
429,0,EastAfrica,Korea,0,74144454,313782635
430,-2.30E-07,EastAfrica,BritishIsles,-1435.8,68013843,313782635
431,3.50E-06,EastAfrica,EastAfrica,81369.1,313782635,313782635
432,0,EastAfrica,SpanishSouthAmerica,0,198483935,313782635
433,4.32E-08,EasternEurope,AustrailiaNewZealand,117.5,26490126,294540681
434,1.21E-08,EasternEurope,Portugal,15.4,10652321,294540681
435,6.86E-09,EasternEurope,Korea,45.3,74144454,294540681
436,4.20E-07,EasternEurope,ArabicMiddleEast,4455.3,129648409,294540681
437,-1.57E-10,EasternEurope,CentralAmerica,-2.8,160556595,294540681
438,5.73E-10,EasternEurope,EastAfrica,13.4,313782635,294540681
439,1.18E-06,EasternEurope,RussianAsia,6021.8,55514817,294540681
440,8.68E-07,EasternEurope,EasternEurope,18659.9,294540681,294540681
441,0,EasternEurope,ArabicWestAfrica,0.1,3609543,294540681
442,-5.32E-07,EasternEurope,BalkanPeninsula,-1581.9,29503649,294540681
443,3.20E-08,EasternEurope,Canada,108.7,34168668,294540681
444,7.92E-09,EasternEurope,Spain,35,46788630,294540681
445,0,EasternEurope,Melanesia,0.5,8983311,294540681
446,6.54E-09,EasternEurope,Somalia,9.3,12053223,294540681
447,2.94E-09,EasternEurope,SpanishSouthAmerica,45.7,198483935,294540681
448,5.43E-08,EasternEurope,BritishIsles,331.9,68013843,294540681
449,-7.63E-09,EasternEurope,ChineseAsia,-624.6,1393132348,294540681
450,1.64E-09,EasternEurope,Angola,4.8,23369131,294540681
451,4.74E-08,EasternEurope,FrenchEurope,312,74473368,294540681
452,9.21E-10,EasternEurope,Brazil,14.2,196796269,294540681
453,-8.56E-10,EasternEurope,IndianSubcontinent,-79.9,1602003617,294540681
454,9.96E-10,EasternEurope,FrenchWestAfrica,22.6,304171621,294540681
455,9.50E-09,EasternEurope,PersianMiddleEast,83,103370678,294540681
456,2.14E-07,EasternEurope,GermanEurope,2028.5,113855625,294540681
457,-1.90E-09,EasternEurope,SoutheastAsia,-75.1,597327771,294540681
458,4.48E-10,EasternEurope,Madagascar,1.3,21151640,294540681
459,1.10E-06,EasternEurope,TurkishMiddleEast,9594.1,103089615,294540681
460,1.07E-06,EasternEurope,Tajikistan,999.9,7641630,294540681
461,1.41E-08,EasternEurope,ItalianEurope,85.1,66998485,294540681
462,-4.18E-09,EasternEurope,Japan,-44.5,128551873,294540681
463,-1.85E-10,EasternEurope,SouthernAfrica,-1.9,59016093,294540681
464,-3.58E-07,EasternEurope,NordicCountries,-1145.2,32140303,294540681
465,5.14E-09,EasternEurope,USA,115.2,308711621,294540681
466,-2.48E-09,EasternEurope,NorthAfrica,-39.9,204310190,294540681
467,6.62E-10,EasternEurope,MiddleAfrica,6.1,107982268,294540681
468,6.74E-09,EasternEurope,Caribbean,27.7,41724731,294540681
469,8.35E-05,FrenchEurope,Portugal,62974.6,10652321,74473368
470,1.22E-07,FrenchEurope,PersianMiddleEast,648.2,103370678,74473368
471,-3.53E-09,FrenchEurope,Tajikistan,-2.9,7641630,74473368
472,2.86E-08,FrenchEurope,Somalia,24.1,12053223,74473368
473,5.69E-07,FrenchEurope,EastAfrica,7876.1,313782635,74473368
474,2.45E-06,FrenchEurope,FrenchWestAfrica,33043.1,304171621,74473368
475,6.30E-07,FrenchEurope,SoutheastAsia,15153.4,597327771,74473368
476,-2.47E-07,FrenchEurope,USA,-3376.7,308711621,74473368
477,1.47E-07,FrenchEurope,Melanesia,96.8,8983311,74473368
478,-4.51E-07,FrenchEurope,SpanishSouthAmerica,-4213.6,198483935,74473368
479,5.62E-06,FrenchEurope,NorthAfrica,53719.5,204310190,74473368
480,-1.16E-07,FrenchEurope,SouthernAfrica,-382.3,59016093,74473368
481,-2.79E-06,FrenchEurope,BritishIsles,-10357.8,68013843,74473368
482,-1.23E-06,FrenchEurope,Caribbean,-3009.4,41724731,74473368
483,-9.24E-06,FrenchEurope,NordicCountries,-18019.1,32140303,74473368
484,4.80E-06,FrenchEurope,ArabicWestAfrica,1427.4,3609543,74473368
485,7.56E-06,FrenchEurope,Spain,20357.1,46788630,74473368
486,4.20E-06,FrenchEurope,FrenchEurope,16851.1,74473368,74473368
487,-4.61E-07,FrenchEurope,Canada,-947.6,34168668,74473368
488,-8.42E-06,FrenchEurope,EasternEurope,-110355.3,294540681,74473368
489,-2.13E-06,FrenchEurope,AustrailiaNewZealand,-3511.4,26490126,74473368
490,3.71E-06,FrenchEurope,ItalianEurope,13604.5,66998485,74473368
491,1.79E-07,FrenchEurope,Brazil,1661.8,196796269,74473368
492,-2.20E-07,FrenchEurope,IndianSubcontinent,-12379.2,1602003617,74473368
493,4.49E-08,FrenchEurope,CentralAmerica,349.4,160556595,74473368
494,1.15E-07,FrenchEurope,ChineseAsia,5744.9,1393132348,74473368
495,5.28E-06,FrenchEurope,MiddleAfrica,29192.6,107982268,74473368
496,-1.54E-07,FrenchEurope,RussianAsia,-481.1,55514817,74473368
497,-1.52E-06,FrenchEurope,BalkanPeninsula,-2756,29503649,74473368
498,1.94E-07,FrenchEurope,Japan,1244.8,128551873,74473368
499,9.08E-07,FrenchEurope,GermanEurope,5255.4,113855625,74473368
500,3.92E-06,FrenchEurope,Madagascar,5327.7,21151640,74473368
501,4.74E-06,FrenchEurope,TurkishMiddleEast,25179.4,103089615,74473368
502,5.63E-07,FrenchEurope,Angola,835.3,23369131,74473368
503,4.60E-07,FrenchEurope,Korea,1839.5,74144454,74473368
504,5.10E-07,FrenchEurope,ArabicMiddleEast,3301.1,129648409,74473368
505,7.32E-09,FrenchWestAfrica,Angola,18.4,23369131,304171621
506,1.64E-10,FrenchWestAfrica,ItalianEurope,1.1,66998485,304171621
507,0,FrenchWestAfrica,TurkishMiddleEast,0,103089615,304171621
508,0,FrenchWestAfrica,EastAfrica,0,313782635,304171621
509,1.50E-09,FrenchWestAfrica,Brazil,23.2,196796269,304171621
510,3.72E-09,FrenchWestAfrica,NorthAfrica,59.2,204310190,304171621
511,0,FrenchWestAfrica,Japan,0,128551873,304171621
512,2.27E-09,FrenchWestAfrica,BritishIsles,14.2,68013843,304171621
513,0,FrenchWestAfrica,SoutheastAsia,0,597327771,304171621
514,0,FrenchWestAfrica,CentralAmerica,0,160556595,304171621
515,0,FrenchWestAfrica,PersianMiddleEast,0,103370678,304171621
516,4.33E-09,FrenchWestAfrica,USA,98.2,308711621,304171621
517,2.93E-09,FrenchWestAfrica,Canada,10.8,34168668,304171621
518,0,FrenchWestAfrica,Korea,0,74144454,304171621
519,-6.90E-09,FrenchWestAfrica,FrenchEurope,-46.9,74473368,304171621
520,0,FrenchWestAfrica,Madagascar,0,21151640,304171621
521,0,FrenchWestAfrica,ChineseAsia,0,1393132348,304171621
522,3.97E-10,FrenchWestAfrica,IndianSubcontinent,37.4,1602003617,304171621
523,0,FrenchWestAfrica,SouthernAfrica,0,59016093,304171621
524,-1.84E-08,FrenchWestAfrica,Portugal,-23.4,10652321,304171621
525,5.52E-09,FrenchWestAfrica,GermanEurope,53.2,113855625,304171621
526,0,FrenchWestAfrica,SpanishSouthAmerica,0,198483935,304171621
527,7.82E-10,FrenchWestAfrica,EasternEurope,17.6,294540681,304171621
528,0,FrenchWestAfrica,RussianAsia,0,55514817,304171621
529,2.24E-07,FrenchWestAfrica,MiddleAfrica,2055.4,107982268,304171621
530,0,FrenchWestAfrica,BalkanPeninsula,0,29503649,304171621
531,0,FrenchWestAfrica,Tajikistan,0,7641630,304171621
532,0,FrenchWestAfrica,Melanesia,0,8983311,304171621
533,1.88E-08,FrenchWestAfrica,ArabicMiddleEast,202.6,129648409,304171621
534,6.00E-06,FrenchWestAfrica,FrenchWestAfrica,134126.2,304171621,304171621
535,2.96E-09,FrenchWestAfrica,Caribbean,12.4,41724731,304171621
536,0,FrenchWestAfrica,NordicCountries,0.6,32140303,304171621
537,1.31E-08,FrenchWestAfrica,AustrailiaNewZealand,36.9,26490126,304171621
538,0,FrenchWestAfrica,Somalia,0,12053223,304171621
539,-4.47E-10,FrenchWestAfrica,Spain,-2.6,46788630,304171621
540,4.28E-06,FrenchWestAfrica,ArabicWestAfrica,2114,3609543,304171621
541,-4.88E-07,GermanEurope,ArabicWestAfrica,-169.8,3609543,113855625
542,2.49E-07,GermanEurope,EastAfrica,4012,313782635,113855625
543,-8.26E-06,GermanEurope,NordicCountries,-18756.5,32140303,113855625
544,-1.46E-05,GermanEurope,EasternEurope,-222319,294540681,113855625
545,9.58E-07,GermanEurope,PersianMiddleEast,5945,103370678,113855625
546,1.03E-06,GermanEurope,BritishIsles,4470.4,68013843,113855625
547,9.42E-09,GermanEurope,ArabicMiddleEast,71.9,129648409,113855625
548,2.34E-07,GermanEurope,Japan,1751,128551873,113855625
549,1.13E-05,GermanEurope,BalkanPeninsula,23911.6,29503649,113855625
550,6.72E-08,GermanEurope,Melanesia,51.5,8983311,113855625
551,3.73E-07,GermanEurope,SpanishSouthAmerica,4055.4,198483935,113855625
552,1.85E-07,GermanEurope,Tajikistan,122.2,7641630,113855625
553,7.98E-07,GermanEurope,NorthAfrica,8895.1,204310190,113855625
554,1.54E-07,GermanEurope,FrenchWestAfrica,2410,304171621,113855625
555,6.86E-07,GermanEurope,Caribbean,1951.2,41724731,113855625
556,1.92E-06,GermanEurope,RussianAsia,6984.7,55514817,113855625
557,2.93E-06,GermanEurope,FrenchEurope,13725.1,74473368,113855625
558,5.70E-07,GermanEurope,Spain,1789.5,46788630,113855625
559,1.01E-07,GermanEurope,ChineseAsia,5877.5,1393132348,113855625
560,-2.83E-07,GermanEurope,Somalia,-277.9,12053223,113855625
561,1.25E-05,GermanEurope,TurkishMiddleEast,77229,103089615,113855625
562,3.62E-07,GermanEurope,USA,5749.6,308711621,113855625
563,5.85E-07,GermanEurope,AustrailiaNewZealand,1125.9,26490126,113855625
564,-7.32E-08,GermanEurope,Madagascar,-116.4,21151640,113855625
565,4.76E-08,GermanEurope,IndianSubcontinent,3117.6,1602003617,113855625
566,2.38E-07,GermanEurope,CentralAmerica,2155.5,160556595,113855625
567,6.47E-06,GermanEurope,GermanEurope,43637.4,113855625,113855625
568,2.47E-07,GermanEurope,Brazil,2665.6,196796269,113855625
569,1.30E-06,GermanEurope,Portugal,1144.6,10652321,113855625
570,1.32E-07,GermanEurope,SoutheastAsia,3706,597327771,113855625
571,8.41E-07,GermanEurope,ItalianEurope,3593.8,66998485,113855625
572,3.14E-07,GermanEurope,Angola,542.8,23369131,113855625
573,2.83E-07,GermanEurope,SouthernAfrica,1083.6,59016093,113855625
574,3.07E-07,GermanEurope,MiddleAfrica,1980.8,107982268,113855625
575,5.64E-07,GermanEurope,Canada,1351.7,34168668,113855625
576,3.96E-07,GermanEurope,Korea,1848.4,74144454,113855625
577,-5.71E-09,IndianSubcontinent,Portugal,-13.6,10652321,1602003617
578,-2.36E-07,IndianSubcontinent,IndianSubcontinent,-40116.6,1602003617,1602003617
579,-2.48E-08,IndianSubcontinent,USA,-1022.1,308711621,1602003617
580,2.39E-08,IndianSubcontinent,AustrailiaNewZealand,119.5,26490126,1602003617
581,0,IndianSubcontinent,Caribbean,0,41724731,1602003617
582,0,IndianSubcontinent,Brazil,0,196796269,1602003617
583,-9.46E-09,IndianSubcontinent,PersianMiddleEast,-152.2,103370678,1602003617
584,0,IndianSubcontinent,Madagascar,0,21151640,1602003617
585,-5.16E-10,IndianSubcontinent,Japan,-10,128551873,1602003617
586,-3.61E-09,IndianSubcontinent,RussianAsia,-34.5,55514817,1602003617
587,0,IndianSubcontinent,MiddleAfrica,0,107982268,1602003617
588,-2.42E-08,IndianSubcontinent,BritishIsles,-271,68013843,1602003617
589,-4.27E-08,IndianSubcontinent,Melanesia,-84.7,8983311,1602003617
590,0,IndianSubcontinent,EasternEurope,0,294540681,1602003617
591,0,IndianSubcontinent,ItalianEurope,-0.4,66998485,1602003617
592,0,IndianSubcontinent,Korea,0,74144454,1602003617
593,-1.33E-08,IndianSubcontinent,FrenchWestAfrica,-542.2,304171621,1602003617
594,0,IndianSubcontinent,SpanishSouthAmerica,0,198483935,1602003617
595,-1.78E-08,IndianSubcontinent,ArabicMiddleEast,-348.5,129648409,1602003617
596,0,IndianSubcontinent,Somalia,0,12053223,1602003617
597,-1.25E-08,IndianSubcontinent,FrenchEurope,-152.1,74473368,1602003617
598,-5.61E-10,IndianSubcontinent,TurkishMiddleEast,-9.5,103089615,1602003617
599,0,IndianSubcontinent,ArabicWestAfrica,0,3609543,1602003617
600,0,IndianSubcontinent,Angola,0,23369131,1602003617
601,-7.17E-08,IndianSubcontinent,Canada,-445,34168668,1602003617
602,0,IndianSubcontinent,CentralAmerica,0,160556595,1602003617
603,-4.89E-08,IndianSubcontinent,EastAfrica,-2042.5,313782635,1602003617
604,-1.50E-08,IndianSubcontinent,SoutheastAsia,-1089.5,597327771,1602003617
605,0,IndianSubcontinent,NorthAfrica,0,204310190,1602003617
606,0,IndianSubcontinent,Tajikistan,0.1,7641630,1602003617
607,0,IndianSubcontinent,SouthernAfrica,0,59016093,1602003617
608,0,IndianSubcontinent,BalkanPeninsula,0,29503649,1602003617
609,2.35E-08,IndianSubcontinent,ChineseAsia,3533.5,1393132348,1602003617
610,-9.73E-09,IndianSubcontinent,GermanEurope,-170.1,113855625,1602003617
611,0,IndianSubcontinent,Spain,0,46788630,1602003617
612,-5.10E-10,IndianSubcontinent,NordicCountries,-3.9,32140303,1602003617
613,2.59E-08,ItalianEurope,Angola,37.1,23369131,66998485
614,6.28E-07,ItalianEurope,NordicCountries,1179,32140303,66998485
615,2.69E-07,ItalianEurope,ChineseAsia,12896.3,1393132348,66998485
616,2.27E-07,ItalianEurope,Brazil,2025.2,196796269,66998485
617,3.35E-08,ItalianEurope,Korea,129.7,74144454,66998485
618,7.82E-07,ItalianEurope,FrenchWestAfrica,10136.1,304171621,66998485
619,3.73E-08,ItalianEurope,RussianAsia,112.2,55514817,66998485
620,-3.77E-07,ItalianEurope,GermanEurope,-2100.4,113855625,66998485
621,1.98E-07,ItalianEurope,TurkishMiddleEast,1015.6,103089615,66998485
622,4.80E-08,ItalianEurope,CentralAmerica,359.4,160556595,66998485
623,-1.52E-07,ItalianEurope,AustrailiaNewZealand,-241.8,26490126,66998485
624,2.28E-07,ItalianEurope,SoutheastAsia,5290.6,597327771,66998485
625,1.08E-07,ItalianEurope,BritishIsles,388.5,68013843,66998485
626,2.26E-08,ItalianEurope,PersianMiddleEast,116.9,103370678,66998485
627,3.27E-08,ItalianEurope,Japan,202.6,128551873,66998485
628,1.42E-07,ItalianEurope,Portugal,103.4,10652321,66998485
629,-1.57E-07,ItalianEurope,Canada,-310.8,34168668,66998485
630,1.64E-07,ItalianEurope,ArabicMiddleEast,1019.1,129648409,66998485
631,8.90E-06,ItalianEurope,BalkanPeninsula,15524.9,29503649,66998485
632,1.14E-07,ItalianEurope,Spain,295.6,46788630,66998485
633,1.22E-07,ItalianEurope,ArabicWestAfrica,35,3609543,66998485
634,2.69E-08,ItalianEurope,SouthernAfrica,85.9,59016093,66998485
635,1.03E-07,ItalianEurope,MiddleAfrica,548.6,107982268,66998485
636,1.54E-07,ItalianEurope,Somalia,124.6,12053223,66998485
637,8.49E-06,ItalianEurope,EasternEurope,107033.2,294540681,66998485
638,1.30E-08,ItalianEurope,Madagascar,17.8,21151640,66998485
639,6.97E-06,ItalianEurope,ItalianEurope,24606.7,66998485,66998485
640,3.38E-07,ItalianEurope,IndianSubcontinent,18291.6,1602003617,66998485
641,1.41E-06,ItalianEurope,SpanishSouthAmerica,12627.4,198483935,66998485
642,3.22E-06,ItalianEurope,NorthAfrica,29630.3,204310190,66998485
643,1.44E-08,ItalianEurope,Melanesia,9.3,8983311,66998485
644,1.74E-07,ItalianEurope,EastAfrica,2320.4,313782635,66998485
645,-5.47E-08,ItalianEurope,USA,-719.8,308711621,66998485
646,-2.21E-07,ItalianEurope,FrenchEurope,-853.3,74473368,66998485
647,6.19E-07,ItalianEurope,Caribbean,1454.7,41724731,66998485
648,0,ItalianEurope,Tajikistan,-0.7,7641630,66998485
649,9.45E-08,Japan,FrenchEurope,462.4,74473368,128551873
650,6.75E-09,Japan,SouthernAfrica,27.7,59016093,128551873
651,-1.66E-09,Japan,Angola,-3.8,23369131,128551873
652,4.31E-07,Japan,SoutheastAsia,12637.1,597327771,128551873
653,9.02E-09,Japan,NorthAfrica,105.4,204310190,128551873
654,4.60E-08,Japan,IndianSubcontinent,3149.4,1602003617,128551873
655,4.65E-09,Japan,CentralAmerica,44.5,160556595,128551873
656,1.77E-08,Japan,BalkanPeninsula,39.7,29503649,128551873
657,0,Japan,Japan,0,128551873,128551873
658,6.03E-08,Japan,EasternEurope,961.9,294540681,128551873
659,9.67E-08,Japan,Canada,242.4,34168668,128551873
660,4.66E-07,Japan,ChineseAsia,28273,1393132348,128551873
661,1.35E-08,Japan,USA,224.7,308711621,128551873
662,5.05E-09,Japan,EastAfrica,85.2,313782635,128551873
663,0,Japan,Somalia,-0.4,12053223,128551873
664,2.17E-07,Japan,SpanishSouthAmerica,2463.3,198483935,128551873
665,-1.34E-08,Japan,RussianAsia,-51.3,55514817,128551873
666,-1.76E-06,Japan,Korea,-8560.7,74144454,128551873
667,2.44E-08,Japan,ItalianEurope,109.4,66998485,128551873
668,1.18E-07,Japan,NordicCountries,279.8,32140303,128551873
669,1.89E-07,Japan,AustrailiaNewZealand,379.8,26490126,128551873
670,3.86E-09,Japan,MiddleAfrica,26.5,107982268,128551873
671,2.76E-09,Japan,ArabicWestAfrica,1.4,3609543,128551873
672,5.40E-08,Japan,GermanEurope,380.2,113855625,128551873
673,2.39E-08,Japan,Caribbean,71.4,41724731,128551873
674,0,Japan,Tajikistan,-0.9,7641630,128551873
675,2.01E-09,Japan,PersianMiddleEast,13.8,103370678,128551873
676,1.05E-07,Japan,BritishIsles,474.9,68013843,128551873
677,-7.30E-07,Japan,Portugal,-670.1,10652321,128551873
678,6.95E-07,Japan,Brazil,7837.8,196796269,128551873
679,7.63E-09,Japan,Spain,25.2,46788630,128551873
680,6.77E-09,Japan,FrenchWestAfrica,111.2,304171621,128551873
681,9.52E-09,Japan,ArabicMiddleEast,75,129648409,128551873
682,1.01E-08,Japan,Melanesia,8.4,8983311,128551873
683,-4.23E-09,Japan,Madagascar,-7.3,21151640,128551873
684,2.52E-08,Japan,TurkishMiddleEast,163.5,103089615,128551873
685,1.81E-07,Korea,AustrailiaNewZealand,299.6,26490126,74144454
686,0,Korea,TurkishMiddleEast,0,103089615,74144454
687,0,Korea,Brazil,0,196796269,74144454
688,0,Korea,PersianMiddleEast,0,103370678,74144454
689,0,Korea,MiddleAfrica,0,107982268,74144454
690,0,Korea,Spain,0,46788630,74144454
691,2.99E-09,Korea,FrenchEurope,12.4,74473368,74144454
692,0,Korea,NordicCountries,0,32140303,74144454
693,0,Korea,FrenchWestAfrica,0,304171621,74144454
694,0,Korea,Angola,0,23369131,74144454
695,0,Korea,EastAfrica,0,313782635,74144454
696,2.68E-07,Korea,RussianAsia,836,55514817,74144454
697,0,Korea,Korea,0,74144454,74144454
698,3.38E-07,Korea,SoutheastAsia,8127.2,597327771,74144454
699,-1.86E-08,Korea,Japan,-119.7,128551873,74144454
700,4.97E-07,Korea,ChineseAsia,24720.2,1393132348,74144454
701,0,Korea,Melanesia,0,8983311,74144454
702,0,Korea,SouthernAfrica,0,59016093,74144454
703,0,Korea,Portugal,0,10652321,74144454
704,0,Korea,CentralAmerica,0,160556595,74144454
705,0,Korea,Madagascar,0,21151640,74144454
706,0,Korea,ItalianEurope,0,66998485,74144454
707,0,Korea,Caribbean,0,41724731,74144454
708,0,Korea,SpanishSouthAmerica,0,198483935,74144454
709,0,Korea,Tajikistan,0,7641630,74144454
710,1.80E-08,Korea,EasternEurope,236.5,294540681,74144454
711,2.72E-08,Korea,BritishIsles,101.1,68013843,74144454
712,0,Korea,ArabicMiddleEast,0,129648409,74144454
713,3.02E-07,Korea,Canada,619.7,34168668,74144454
714,0,Korea,BalkanPeninsula,0,29503649,74144454
715,1.62E-07,Korea,USA,2200.5,308711621,74144454
716,5.54E-09,Korea,GermanEurope,32.8,113855625,74144454
717,0,Korea,ArabicWestAfrica,0,3609543,74144454
718,0,Korea,Somalia,0,12053223,74144454
719,2.37E-08,Korea,IndianSubcontinent,1331.9,1602003617,74144454
720,0,Korea,NorthAfrica,0,204310190,74144454
721,-8.19E-09,Madagascar,EastAfrica,-72.6,313782635,21151640
722,-2.29E-09,Madagascar,IndianSubcontinent,-82.9,1602003617,21151640
723,-1.10E-09,Madagascar,ChineseAsia,-35,1393132348,21151640
724,0,Madagascar,EasternEurope,-0.8,294540681,21151640
725,0,Madagascar,Brazil,0,196796269,21151640
726,0,Madagascar,RussianAsia,0.1,55514817,21151640
727,0,Madagascar,Madagascar,0,21151640,21151640
728,0,Madagascar,CentralAmerica,0,160556595,21151640
729,0,Madagascar,Angola,0,23369131,21151640
730,0,Madagascar,NordicCountries,0,32140303,21151640
731,0,Madagascar,Japan,-0.7,128551873,21151640
732,0,Madagascar,Melanesia,0,8983311,21151640
733,-7.66E-10,Madagascar,Canada,-1.6,34168668,21151640
734,0,Madagascar,SouthernAfrica,0,59016093,21151640
735,0,Madagascar,MiddleAfrica,0,107982268,21151640
736,-8.06E-09,Madagascar,NorthAfrica,-49.7,204310190,21151640
737,0,Madagascar,Spain,0,46788630,21151640
738,-4.23E-10,Madagascar,BritishIsles,-1.7,68013843,21151640
739,-2.31E-10,Madagascar,USA,-2.4,308711621,21151640
740,0,Madagascar,BalkanPeninsula,0,29503649,21151640
741,0,Madagascar,SpanishSouthAmerica,0,198483935,21151640
742,-4.97E-08,Madagascar,FrenchEurope,-127.7,74473368,21151640
743,0,Madagascar,AustrailiaNewZealand,0,26490126,21151640
744,0,Madagascar,FrenchWestAfrica,0,304171621,21151640
745,-1.36E-09,Madagascar,GermanEurope,-5.7,113855625,21151640
746,0,Madagascar,Caribbean,-0.1,41724731,21151640
747,0,Madagascar,Somalia,0,12053223,21151640
748,0,Madagascar,ArabicMiddleEast,0,129648409,21151640
749,0,Madagascar,Korea,-0.6,74144454,21151640
750,0,Madagascar,Portugal,0,10652321,21151640
751,-8.58E-10,Madagascar,ItalianEurope,-2.7,66998485,21151640
752,0,Madagascar,PersianMiddleEast,0,103370678,21151640
753,0,Madagascar,SoutheastAsia,-0.5,597327771,21151640
754,0,Madagascar,TurkishMiddleEast,0,103089615,21151640
755,0,Madagascar,ArabicWestAfrica,0,3609543,21151640
756,0,Madagascar,Tajikistan,0,7641630,21151640
757,0,Melanesia,SpanishSouthAmerica,0,198483935,8983311
758,-6.67E-10,Melanesia,Japan,-2.7,128551873,8983311
759,1.75E-09,Melanesia,IndianSubcontinent,46.1,1602003617,8983311
760,8.77E-07,Melanesia,AustrailiaNewZealand,676.2,26490126,8983311
761,0,Melanesia,EastAfrica,0,313782635,8983311
762,0,Melanesia,PersianMiddleEast,0,103370678,8983311
763,0,Melanesia,Madagascar,0,21151640,8983311
764,0,Melanesia,NordicCountries,0,32140303,8983311
765,0,Melanesia,SouthernAfrica,0,59016093,8983311
766,0,Melanesia,Korea,0.9,74144454,8983311
767,0,Melanesia,ArabicMiddleEast,0,129648409,8983311
768,0,Melanesia,BalkanPeninsula,0,29503649,8983311
769,0,Melanesia,CentralAmerica,0,160556595,8983311
770,0,Melanesia,Tajikistan,0,7641630,8983311
771,0,Melanesia,NorthAfrica,0,204310190,8983311
772,0,Melanesia,EasternEurope,0,294540681,8983311
773,0,Melanesia,TurkishMiddleEast,0,103089615,8983311
774,0,Melanesia,Portugal,0,10652321,8983311
775,0,Melanesia,Brazil,0,196796269,8983311
776,0,Melanesia,Somalia,0,12053223,8983311
777,0,Melanesia,Canada,0,34168668,8983311
778,0,Melanesia,Caribbean,0,41724731,8983311
779,5.76E-10,Melanesia,BritishIsles,1.9,68013843,8983311
780,2.67E-09,Melanesia,FrenchEurope,5.4,74473368,8983311
781,0,Melanesia,RussianAsia,0,55514817,8983311
782,0,Melanesia,Spain,0,46788630,8983311
783,1.20E-09,Melanesia,ChineseAsia,28,1393132348,8983311
784,1.60E-09,Melanesia,SoutheastAsia,18.5,597327771,8983311
785,7.74E-06,Melanesia,Melanesia,2354.5,8983311,8983311
786,0,Melanesia,FrenchWestAfrica,0,304171621,8983311
787,-7.85E-10,Melanesia,USA,-5.1,308711621,8983311
788,7.03E-09,Melanesia,GermanEurope,19.6,113855625,8983311
789,0,Melanesia,Angola,0,23369131,8983311
790,0,Melanesia,ItalianEurope,0,66998485,8983311
791,0,Melanesia,ArabicWestAfrica,0,3609543,8983311
792,0,Melanesia,MiddleAfrica,0,107982268,8983311
793,3.08E-09,MiddleAfrica,RussianAsia,11.2,55514817,107982268
794,0,MiddleAfrica,TurkishMiddleEast,0,103089615,107982268
795,2.12E-09,MiddleAfrica,GermanEurope,14.5,113855625,107982268
796,0,MiddleAfrica,Japan,0,128551873,107982268
797,3.12E-09,MiddleAfrica,ChineseAsia,178.3,1393132348,107982268
798,1.28E-08,MiddleAfrica,Canada,30,34168668,107982268
799,1.29E-09,MiddleAfrica,Madagascar,2.2,21151640,107982268
800,3.58E-07,MiddleAfrica,NorthAfrica,3918.9,204310190,107982268
801,8.97E-10,MiddleAfrica,NordicCountries,2.7,32140303,107982268
802,0,MiddleAfrica,SoutheastAsia,0,597327771,107982268
803,1.20E-06,MiddleAfrica,FrenchWestAfrica,18542.4,304171621,107982268
804,0,MiddleAfrica,BalkanPeninsula,0,29503649,107982268
805,0,MiddleAfrica,Korea,0,74144454,107982268
806,0,MiddleAfrica,PersianMiddleEast,0,103370678,107982268
807,3.21E-07,MiddleAfrica,ArabicWestAfrica,109.5,3609543,107982268
808,4.33E-09,MiddleAfrica,ArabicMiddleEast,32.6,129648409,107982268
