2.966093806867805549e-01,1.716296114284590335e-01,6.644514512230564884e-02,-2.682795233884911063e-02,-1.096023748944296439e-01,-1.824292022730836516e-01,-2.458816774724449095e-01,-3.007067415998253002e-01
7.075833351539231875e-02,-5.243731510424574915e-02,-1.437248375087260832e-01,-2.280955005525691082e-01,-2.928376203596375627e-01,-3.450935984254402400e-01,-3.891732518029889509e-01,-4.265492968079183655e-01
1.283077013757128737e-01,-4.320200410253934031e-02,-1.781509905776289537e-01,-2.869644671670240621e-01,-3.756494077505270202e-01,-4.492550362943544817e-01,-5.108587728832111319e-01,-5.626472385628364936e-01
1.521582875205515148e-02,-6.722159926249784978e-02,-1.361564089074475681e-01,-1.931512775102725843e-01,-2.422475047077386479e-01,-2.846727533634295648e-01,-3.222137843496634124e-01,-3.562751882490136635e-01
-7.146456420619179406e-02,-5.130333674466438371e-02,-3.952584029903120910e-02,-2.463718096076939618e-02,-7.159894202531829829e-03,1.325587060337729724e-02,3.694750954696014028e-02,6.409997279518456215e-02
4.891403653669913060e-02,4.175082304175705555e-03,-3.107982205686294144e-02,-5.792766912173890476e-02,-7.754321097915446714e-02,-9.090741481344835617e-02,-9.871541183692092436e-02,-1.014847844099054097e-01
-3.000472205179140035e-05,-4.086976941225827636e-02,-7.865408266552841032e-02,-1.116667447133334878e-01,-1.400262164864968795e-01,-1.650430846301652044e-01,-1.881062495885025831e-01,-2.096668563657685669e-01
1.302541945586477116e-02,-3.746386287757150213e-02,-8.012648981906063395e-02,-1.173582217269514838e-01,-1.491526201874675828e-01,-1.753980100206253001e-01,-1.972645580474281235e-01,-2.161141353457217140e-01
3.972038927520239737e-02,9.290538998152728101e-03,-1.438778713728073450e-02,-3.325014510885465624e-02,-4.728462956140672135e-02,-5.564265876589800236e-02,-5.870553029194053307e-02,-5.664071031881291046e-02
7.713381824284690214e-02,-1.101243059617311535e-03,-6.612757279716210967e-02,-1.198689018141768786e-01,-1.639415717698051167e-01,-1.997117753254992467e-01,-2.286736095149542458e-01,-2.518745969471830604e-01
-4.605880659869570140e-03,-3.103962122453014089e-02,-4.978901682166558817e-02,-5.932064532207917407e-02,-6.103753770061561001e-02,-5.619934165322996306e-02,-4.566635228894683901e-02,-2.996757184780624028e-02
1.403468417194358719e-01,-2.014849776475101037e-02,-1.531691050797033826e-01,-2.625579061369084921e-01,-3.532788131335259374e-01,-4.288038749072649036e-01,-4.917539838807598596e-01,-5.443914066754113046e-01
-1.146438802940851279e-02,-7.879384442690144652e-03,-2.554011389129655927e-04,1.280374839603141621e-02,3.136754410470124488e-02,5.375759486325415448e-02,7.666676699458042921e-02,9.818270970513959250e-02
2.914235796113318067e-02,-9.206676302891363475e-03,-4.348229175741036290e-02,-7.335877537865545528e-02,-1.014015223956170608e-01,-1.275496990751333326e-01,-1.510085364127828067e-01,-1.715523231707352658e-01
1.388863491947201489e-01,-1.721698708533981811e-02,-1.490787966151071176e-01,-2.602918068239922222e-01,-3.544845818359700362e-01,-4.342689326125737659e-01,-5.015865366045837437e-01,-5.581736221193716041e-01
-5.081234609678597115e-03,-2.637037368945743462e-02,-4.461665801940419007e-02,-5.443712345804981728e-02,-6.180780853570184280e-02,-6.638867707351309155e-02,-6.835089073622356570e-02,-6.779648249124012316e-02
7.215540756208060902e-02,3.967274528441293996e-03,-5.380848722927873001e-02,-1.023772938098947149e-01,-1.420119318123997665e-01,-1.736202216360385187e-01,-1.981928130842590396e-01,-2.170609845172343233e-01
