country,Arabic,Bengali,Catonese,English,French,German,Hausa,Hindustani,Italian,Japonese,Javanese,Korean,Malay,Mandarin_Chinese,Marathi,Persian,Portuguese,Punjabi,Russian,Spanish,Swahili,Tamil,Telugu,Turkish,Vietnamese,Wu_Chinese
Angola,911319.7257725042,1.1866712396803022e-05,1006.4918628387384,12366407.902255943,2870980.2314048656,2238543.891821462,2011019.6643479557,1481914.5998967246,15840.106559776565,4707.279763512042,40.019929627748795,35959.50610801109,3250.8891885320336,672.1951653923254,2848.564255566119,10908.964111348569,3468433.012512754,723.0031820141962,7064.25529040373,1058448.7857227672,2899456.5224658623,0.00014631067995383794,7.343229006579347e-06,153.4093657269609,29.256253821569764,731.1464181307758
ArabicMiddleEast,4169173.219640494,0.00025216519794784556,343.02861490217225,596676.3951829271,0.0,0.0,382262.2643803571,0.0,0.0,0.0,1.1322237442030136,0.0,1.9566457019522911,155.7508927102727,1767.4859639848448,7230523.053372715,9003.330527472664,277.43833385508407,166773.33581800913,0.0,161429.294042894,0.0009970974704827532,0.00015484129764047245,880.8378637254239,0.006429123005092405,59.397143841335016
ArabicWestAfrica,83.17496833739384,6.462404856825175e-06,292.8655047217755,613021.1352972424,11099.53107975928,4717.077531383765,297199.9209314473,18546.300299598886,0.18897393036573015,0.0,16.428037884977417,0.0,1658.1849223899403,443.6081367177534,419.8223160708756,5121.115290760985,1.1162259301653665,140.0880060521356,2.7028264659557006,0.0,428633.54719050764,0.0002877607122543729,3.966086683360824e-06,0.00760790400342743,10.79107203942121,0.002654323785905308
AustrailiaNewZealand,224985.30041497745,249.04983796329486,158994.50466895805,1011364.8781242542,126430.6211778374,24545.882212604043,2557.8077672070285,50648.8173945034,153102.93691807587,496.53382979855695,17.054770236009098,1344.4386863952273,2287975.1895168214,322692.37696954614,665.7811519885151,1496415.6152954423,1779.302382354067,546.1838858341656,3.386598950319279,29935.898732284913,1503.8467506936554,1003.7154479242456,155.8030744988612,0.01330090500075401,6337.002036324045,1001.9008194748645
BalkanPeninsula,54884.14743146838,0.08068679265479725,127.40113943781198,15.273213677426108,23999.973014256346,6441.2281350711355,1098.4672233059325,19048.41034727258,729.0283024791328,53.70895920617789,23.75424376723218,297.9049906590344,2120.3186627416044,4078.6637060274766,124.89552715345684,398410.1474788684,1254.9488684897908,14.89525538816782,11072478.285960669,7936.969194333816,158.28610702728773,0.3682552311611314,0.04960593392840432,56916.37848406424,19.484882386492394,24.299271024216758
Brazil,30097.91838949817,0.006532325231375926,355.16807234547207,44817430.1964752,409498.5806907031,133532.02028533572,205.7255156085974,368798.03059381456,5556.4905628342685,236.5257195433401,1.4794557498424466e-05,1790.3666384646742,408.95493767683644,1118.5394026213633,4917.0827288543505,111163.98332035553,775485.6719276926,338.73315602681276,1014337.8277775879,45708.65596948033,783.2558764177562,0.02638782014096819,0.004086146016453482,334.43608861723044,1.0954094768898723,248.3202804117526
BritishIsles,207128.8617076355,2.6412272477187655e-06,1838.6194337082813,1637641.3285681165,8169051.401554578,3050758.375034016,10618.899469601201,10263129.938348684,95726.73608568232,916.8569855181515,0.29036368818745906,18698.70139353777,1695.5446551054658,276.1044616341175,20104.675289647003,3374397.083173779,28709.416193088662,1682.6294908503532,25733317.908521388,206067.01300975794,16013.928553504069,1.0503056742331825e-05,1.6237291772343925e-06,1448.058277517297,1.8611202835176472,23.09783109603477
Canada,354500.6003472935,0.5934756590391135,252706.86504317247,8385365.23631384,247322.65639730697,295348.5877320426,46164.34286023131,107004.92490261604,253932.93151067136,14414.678885614034,3.1444826539707,1103.9843150016507,10931.756670536051,1554.213752623135,0.23713839536494913,42968.62757796703,6208.876470424138,250098.50139064825,186593.86271213336,281350.0700933063,313.2398075517549,2.3843647629935516,0.37016464788920633,506.97848675744734,30.60245057657912,52.9033442111759
Caribbean,10666.318459347507,9.519315319790405e-05,267.43415372484344,2971922.1533176815,320388.2865049364,41091.036392756636,1335.9812306856425,37583.57651760421,9138.614287257766,53.65371111944222,70.37047061094586,397.44672590355947,1457.2102865160946,3937.332372575121,681.2997819599249,5571.676542099064,453345.86938094033,140.3462836205195,742685.0532211046,103805.56598309873,571.0374939337959,0.0007686934996124797,5.88651900693167e-05,1866.6672415633782,42.390799093843604,17.36211616907576
CentralAmerica,0.0,8.365953797995856e-06,181.08441875762358,181317.94969080677,5497902.028375692,0.0,0.33643278052562975,12173.174507950473,0.18978381651269743,128.80883678895947,0.23128955394528355,174.75258836057887,15059.807083569385,79149.27930114382,331.7124916933062,16.939066243309753,1686437.8688656196,176.70200909399784,47683.471129839294,83731065.33066696,0.0,3.3252576139186583e-05,5.163000477513745e-06,352.2005580706955,39.89864761541299,312.98378868975124
