3.036118504164296850e-01,1.888363138595747226e-01,9.163099763929712094e-02,4.553652453351441504e-03,-7.343327984084548066e-02,-1.425500035635053619e-01,-2.030876013249285905e-01,-2.555630270069869092e-01
7.221550666878612246e-02,-4.913487213138230392e-02,-1.389096136741971854e-01,-2.220932720075093625e-01,-2.858065350928410409e-01,-3.371534416609625051e-01,-3.804259534995664827e-01,-4.170690783244717093e-01
1.318934336044285671e-01,-3.491282528867618862e-02,-1.664663213763263594e-01,-2.728165326666003310e-01,-3.597047301707628209e-01,-4.320124258304424147e-01,-4.926857494894627543e-01,-5.438081875434470636e-01
1.581592690712104940e-02,-6.589658330191752733e-02,-1.342078054559370515e-01,-1.906527181394101211e-01,-2.392594912086637438e-01,-2.812425107366710586e-01,-3.183823482612436195e-01,-3.520808457599142738e-01
-7.099241703779156365e-02,-5.044784422775508426e-02,-3.827554475386731742e-02,-2.297112767205523876e-02,-5.054472811701775196e-03,1.582836901624643661e-02,4.001952457526265772e-02,6.770881636799362668e-02
4.957822400703514043e-02,5.759409387693432969e-03,-2.863504560044064645e-02,-5.465909557482528242e-02,-7.346891138960263967e-02,-8.603024694315643262e-02,-9.302489951785074263e-02,-9.495843591213423696e-02
5.870995191746174657e-04,-3.951985388881726347e-02,-7.663839382912197851e-02,-1.090389142756438556e-01,-1.368282607223931524e-01,-1.613113769345415338e-01,-1.838760920282193345e-01,-2.049711707965801433e-01
1.342433302683593462e-02,-3.660095908239070772e-02,-7.882701654449238149e-02,-1.156440976467484893e-01,-1.470388247045982810e-01,-1.728917867405609654e-01,-1.943693367166340336e-01,-2.128326057087532586e-01
4.066138783744829149e-02,1.160528672487496846e-02,-1.076321219112771725e-02,-2.836101026523722354e-02,-4.115585460069164092e-02,-4.827235071889247886e-02,-5.007174706249046398e-02,-4.670142783477160969e-02
7.828006260170265740e-02,1.665555550028769262e-03,-6.194530520873324508e-02,-1.144210063200114952e-01,-1.573331809810686599e-01,-1.920118150908445287e-01,-2.199254828689052588e-01,-2.421005036066501970e-01
-4.097268284829418128e-03,-2.990350764597256294e-02,-4.804460621701968359e-02,-5.696813195127843621e-02,-5.806323591929937050e-02,-5.257879135566561474e-02,-4.136581577303503898e-02,-2.494456400851425767e-02
1.443240301812819815e-01,-1.088052669465789171e-02,-1.400719789628038225e-01,-2.466951955451587575e-01,-3.354344816352334280e-01,-4.095483120794547460e-01,-4.714914675720275894e-01,-5.234051591566217798e-01
-1.071939034826372740e-02,-6.520820895986778783e-03,1.729431089785424995e-03,1.543866385035259914e-02,3.468664992062808067e-02,5.779876906429425032e-02,8.146027427271573806e-02,1.037501120281515976e-01
2.976685726159394862e-02,-7.840224296227221376e-03,-4.146010912019371802e-02,-7.075382931002843767e-02,-9.828359994369012531e-02,-1.239820086709857022e-01,-1.470445266439508736e-01,-1.672373351725492119e-01
1.436652070632657707e-01,-6.171706920400763310e-03,-1.334776042413617081e-01,-2.414413753676759589e-01,-3.333848706834881548e-01,-4.116714112402688475e-01,-4.780335114600273161e-01,-5.340396276283233545e-01
-4.599896373029423342e-03,-2.544956626394278762e-02,-4.327552226875584773e-02,-5.268049842714940534e-02,-5.964282315106655269e-02,-6.381821836185692931e-02,-6.537469534126395809e-02,-6.441125488729737558e-02
7.344538512652226681e-02,7.091610393670066959e-03,-4.905402591753370289e-02,-9.614627483315020540e-02,-1.344079982366351567e-01,-1.647058178123191330e-01,-1.879970257850082371e-01,-2.055919984501169973e-01
