year,Angola,ArabicMiddleEast,ArabicWestAfrica,AustrailiaNewZealand,BalkanPeninsula,Brazil,BritishIsles,Canada,Caribbean,CentralAmerica,ChineseAsia,EastAfrica,EasternEurope,FrenchEurope,FrenchWestAfrica,GermanEurope,IndianSubcontinent,ItalianEurope,Japan,Korea,Madagascar,Melanesia,MiddleAfrica,NordicCountries,NorthAfrica,PersianMiddleEast,Portugal,RussianAsia,Somalia,SoutheastAsia,SouthernAfrica,Spain,SpanishSouthAmerica,Tajikistan,TurkishMiddleEast,USA,World
2015.0,32306822.8491,143030401.974,4288322.73519,27409877.5988,27740041.5093,210405861.596,69246171.4014,35113977.2807,44422778.5691,177602042.032,1408386246.26,377736956.356,295941778.852,77995688.6701,367886748.718,114817864.19,1767750200.78,66306310.3518,128906177.008,76661269.1612,25688362.1843,10532874.7919,133966623.271,32672656.6114,233375140.425,116070517.424,10920390.3816,60766173.6059,15168807.0871,651360947.65,65177709.6209,46244962.4231,217040707.584,9170903.62773,115958308.002,321374179.999,7519444802.59
2020.0,43543186.2021,156188002.069,5045147.82578,28377955.6874,27913135.8579,222810183.072,70883686.3788,36141230.9432,47870072.2298,194253367.087,1457093157.92,451606776.309,297041183.479,79236700.2529,441644086.984,114952662.699,1932692053.09,65701169.1595,128915283.671,78982345.5936,31003735.1445,12214540.0442,164541647.282,33304605.8451,262806128.043,128198140.6,11211103.8675,65484336.3425,18995692.8474,705579945.009,72395949.0427,45545804.8344,235485763.535,10818418.4421,129415704.381,333831206.448,8141724108.22
2025.0,57509080.666,168695491.529,5878040.89574,29251448.8223,28005423.7336,233847020.889,72245251.2611,37083372.7959,51140417.2116,210181910.228,1491631264.13,534247663.663,296283339.763,80187665.7914,526446870.885,114842663.475,2092960828.19,64894765.8444,128166113.6,81005661.4445,37106400.0705,14026451.7521,200104550.671,33902204.4157,291902081.377,139229797.213,11483067.389,69348828.2613,23606941.1348,757594943.248,79680196.1293,44593928.3723,253291037.038,12519791.3826,143463486.773,346321078.782,8762679078.83
2030.0,74617139.3725,180435151.465,6787701.46911,29999766.9297,28028844.4469,243373456.185,73312396.4813,37901608.1757,54178913.5856,225145594.245,1514037456.02,625714149.465,293908242.464,80891206.4867,623341306.511,114362494.658,2244240760.15,63968047.6434,126888645.124,82586061.2351,43938761.087,15964102.8625,240968465.483,34391961.9187,321224856.118,149489508.256,11753167.5972,72564088.7566,29056692.685,806489294.657,86968105.593,43527700.4398,270303786.121,14284006.3613,158225336.185,358061129.99,9380929906.23
2035.0,95196225.8302,191423565.631,7773040.70277,30650888.969,27980912.6386,251341642.381,74187371.6112,38571572.5842,56955570.9722,239000263.109,1526635841.66,725600949.857,290930304.867,81309672.9273,732807152.165,113474288.284,2384086375.84,62920330.2957,125271977.153,83495099.1263,51440865.2499,18009499.4252,287167405.949,34775818.692,351561343.857,159466908.553,12013752.6194,75472778.4771,35381999.8633,851897161.942,94307361.4777,42434394.4751,286327500.074,16176907.12,173700702.297,368648050.641,9998395497.32
2040.0,119433572.642,201571282.677,8833977.23327,31239796.2353,27859940.7979,257912112.191,74971501.058,39146189.6736,59445974.6351,251643460.798,1530684314.03,832939704.494,288394138.556,81370016.4362,854594850.956,112227690.808,2511608640.26,61755248.2222,123453293.638,83671402.1603,59618626.4366,20134185.5686,338287352.84,35123587.4756,382827672.338,169268632.929,12249915.3323,78164208.4747,42628376.9821,893746986.539,101751650.008,41274373.0394,301262058.123,18216538.0968,189796753.894,378211342.567,10615319368.1
2045.0,147454993.188,210706373.642,9963724.54081,31804694.2091,27666013.9799,263117894.222,75665058.8659,39672288.3935,61623962.0362,262988382.552,1526894971.08,946727282.065,286534062.39,81045918.4975,987914274.897,110701538.852,2626507280.55,60425081.7206,121673547.454,83297801.6051,68474960.2041,22314259.0175,393711931.983,35482894.4968,414185350.317,178420381.907,12442977.1909,80475210.6582,50848728.883,931848337.366,109203682.967,39972905.7254,314986744.354,20337053.8358,206317374.311,387070207.602,11228478145.6
2050.0,179426978.03,218588099.219,11149748.414,32337550.568,27404126.5816,266913266.111,76208965.0166,40196121.2423,63459592.3527,272948339.098,1514939844.62,1065854530.36,284784036.573,80441524.3864,1131390866.83,109005094.771,2728308371.72,58913971.9692,119995908.342,82549594.976,77988757.4244,24537461.7639,453025647.66,35865621.6868,444812605.764,186313649.518,12588093.0132,82200308.5216,60047276.5409,966098724.146,116554810.793,38483751.5561,327440262.052,22443732.3745,223108333.878,395919769.864,11832245337.7
2055.0,215394132.629,225084167.057,12380037.1114,32828628.4846,27086704.1765,269383109.623,76546535.6162,40743251.1153,64954859.7489,281386243.532,1496259981.73,1189078864.82,282586490.229,79680135.4346,1283933141.24,107236010.654,2815482475.01,57272985.9975,118311476.548,81577806.927,88063854.2006,26788262.1064,515721846.768,36255802.4236,474101284.048,192569107.029,12693087.3837,83272977.9639,70171090.3575,996392679.909,123732905.34,36816846.0903,338546625.045,24500259.5839,240094068.002,405259219.592,12422186953.5
2060.0,255360980.988,230196801.19,13652028.6517,33286016.7962,26727887.3296,270489383.525,76734325.5701,41361526.5348,66120818.4338,288273563.758,1473352574.38,1314988729.57,279837886.818,78828848.7389,1444386165.08,105609094.528,2887722752.42,55630253.8496,116442224.458,80507952.6284,98602520.1381,29038269.0173,581097362.859,36638583.7498,502126200.417,197200568.059,12778793.0979,83788361.7112,81115891.2309,1023094826.38,130697967.203,35061668.8142,348262061.615,26519563.6186,257258862.181,415034555.269,12997825870.6
2065.0,299411467.857,234078602.27,14957724.9108,33703236.7614,26356246.4125,270368022.588,76903008.8934,42052258.3727,66997757.0341,293660245.07,1449105395.0,1442375381.06,276931743.286,77948154.996,1611590115.61,104211090.865,2944791885.55,54139654.6706,114461566.115,79404613.4368,109477127.113,31269880.0291,648362362.127,37023707.7929,529027875.467,200452473.03,12871665.613,83909071.4145,92801188.4332,1046741669.72,137439639.164,33355745.754,356622475.624,28523344.481,274608957.77,425063015.057,13560998369.3
2070.0,348457213.386,237356012.072,16326442.6933,34088952.1308,25990535.1873,269575288.879,77109823.0003,42804830.1885,67730522.5834,298131062.527,1425437828.12,1574618199.6,274199838.332,77015005.9924,1789302227.61,102918173.225,2992898159.43,52799585.9435,112543032.413,78283064.0921,120930475.5,33540178.4039,719245375.853,37430334.9649,555764552.534,203025423.987,12974046.5792,83835187.9954,105582059.002,1068943267.76,144127238.811,31754833.526,364242771.244,30576028.1826,292521728.654,435186882.492,14137266182.9
