country,Arabic,Bengali,Catonese,English,French,German,Hausa,Hindustani,Italian,Japonese,Javanese,Korean,Malay,Mandarin_Chinese,Marathi,Persian,Portuguese,Punjabi,Russian,Spanish,Swahili,Tamil,Telugu,Turkish,Vietnamese,Wu_Chinese
Angola,1574331.922495591,2.1104539665044955e-05,1840.4782740258404,31339237.024750404,5179549.93634226,2412055.850006604,1763324.5945566446,2520563.789261002,26901.74648338473,7973.334874739872,70.44604446421322,61202.799063618666,7113.253441608866,1430.3373356278555,4867.166481745173,24131.534576599228,3561113.1369525376,1245.167368450178,15343.253579729511,1822625.8288245248,2457307.8780045267,0.00019236217660239098,1.2968559875420942e-05,302.3077333985138,54.44409245788689,1291.9612669657386
ArabicMiddleEast,8275566.574689441,0.0005537747117036151,497.48895811754915,1433580.1636323372,0.0,0.0,503118.566538719,0.0,130.71785654182594,0.0,2.275785341267001,0.0,2.479913181379535,357.5717834218943,2166.1883311116067,5147758.015342186,11934.39399389736,366.16514448002846,155558.1878846303,0.0,204370.24827273085,0.002149304777007875,0.0003351995922324792,1298.1515715801097,0.008498082809498564,110.94728473952757
ArabicWestAfrica,48.47807166552413,1.713342318251509e-05,436.5822263812807,328543.52445088216,16288.919171945789,6529.482195101036,236411.73558228955,27095.075513700678,0.17134246493077923,0.0,34.39632966597709,0.0,2451.445285172415,677.109798228974,600.2534312112765,7059.258179626332,0.9001891342565514,208.539427263517,2.8529076582598196,0.0,340476.8719360985,0.00031597718813983623,1.0365642395870199e-05,0.008863459833917793,21.6021585937368,0.0035509060102814666
AustrailiaNewZealand,262491.96648451546,326.80330348865726,111655.85865739573,1853317.6588693429,141262.50670287173,29531.14448419157,5805.0173027188885,64236.11695875337,104472.80852103142,1029.5632157647965,28.112577525074567,1678.0340449836135,1599038.2970223157,231506.02155931128,833.3507612669562,1098388.9596638351,2417.815255296039,693.2923526623247,2.485847365048485,43603.48116135576,3182.3205500028257,1302.69478771634,202.63011326001467,0.010885717937101856,4423.121768920879,1217.0276200964454
BalkanPeninsula,162193.91681770963,0.17932543777355253,153.4655674399132,10004.563409096218,31577.376345612658,7914.828786831966,2806.2259121683173,22592.076219515595,883.7717455933073,88.5951791015755,47.45022644795359,349.91576642744974,2485.2395613737144,5754.352160881702,148.50703367357553,497312.59233469033,1661.025542072022,18.733816593402267,7676892.242025507,11434.083278581096,745.3925712005826,0.785811175717006,0.10746430724041774,36272.61323927781,33.77608532467727,31.808386547361767
Brazil,45270.80766807285,0.017146186736118948,487.04598324274605,34659914.43041905,533952.6348673075,169101.31061526603,640.1616870320713,464974.10612244165,7247.355321813468,379.14248393384526,0.034213872943985375,2405.8495070201657,607.7715505340217,1458.713881805975,6022.505443224615,137880.92005645105,916259.9660254037,457.13972916601745,1271968.1265570575,67137.00074191239,1546.1446216037052,0.068568596581372,0.010632496504040453,447.3125790835302,1.6135540965832282,312.2105146447908
BritishIsles,259279.59061327745,6.032445863261464e-06,2272.241059278184,2888429.594572008,5951222.571271911,2110990.4765358986,14069.708643293234,6981513.0707966965,66843.40366003757,1118.453626554353,0.8307330893715289,16513.443294784942,2313.6038232489536,382.8635046707732,13729.466848027305,2233481.045135672,39126.163757920265,2044.6359757149264,17418764.83054553,267449.61555599194,21705.016908485723,2.3771385202776486e-05,3.69044270460745e-06,2219.386600139152,2.998141246718719,29.825424121499907
Canada,313015.6434183479,1.3947807108588062,178205.35664021847,7723392.911050106,351147.7310135807,231988.5453045795,60125.8225420902,133800.45327956163,179586.0617570771,10253.158591820427,5.074013531626232,1394.1446249745127,13801.31595300975,2030.3505036365661,0.1564444274313898,53101.70758924603,8240.645623003771,174584.4955835074,236487.44076276495,216882.91739389405,644.4729564271651,5.519092298057601,0.8592534938252666,634.2434181362572,39.006104128584205,72.41973175950565
Caribbean,15472.837204517313,0.00012203968498014268,350.2584762614796,4194707.220140183,387474.6231813674,51575.96298335259,1932.9331967732758,48958.01420589505,11288.100541113774,79.1248247379643,104.85487587035377,520.612150494169,1904.5051247039332,3668.7868435043347,849.8520578628412,7652.936229864406,331148.8284641408,183.27349673203693,932038.0570986418,137644.10279546602,875.9245638645677,0.0007876307499785232,7.493718484876008e-05,2334.8360448594594,62.38615551691943,38.65401652235005
CentralAmerica,0.0,1.398174331771911e-05,248.17465810146217,149235.9482279665,4278729.49502956,0.0,0.4430730589451445,15890.740985713,0.14154401974229344,226.97920906141036,0.3518396958999804,230.72485064968993,20347.164821062783,107422.71794022125,436.58408688456717,12.039462774654758,1311425.8963444366,240.3871415157184,63257.147179240994,65098466.15203454,0.0,5.510517679593277e-05,8.571217569449075e-06,801.8937838881102,53.80774554570466,415.44754126068943
