year,Angola,ArabicMiddleEast,ArabicWestAfrica,AustrailiaNewZealand,BalkanPeninsula,Brazil,BritishIsles,Canada,Caribbean,CentralAmerica,ChineseAsia,EastAfrica,EasternEurope,FrenchEurope,FrenchWestAfrica,GermanEurope,IndianSubcontinent,ItalianEurope,Japan,Korea,Madagascar,Melanesia,MiddleAfrica,NordicCountries,NorthAfrica,PersianMiddleEast,Portugal,RussianAsia,Somalia,SoutheastAsia,SouthernAfrica,Spain,SpanishSouthAmerica,Tajikistan,TurkishMiddleEast,USA,World
2015.0,30267988.6046,138192416.774,4061552.11956,26821093.5151,27256573.8365,205519677.77,67794765.9657,34476482.4026,43198747.0385,172242675.893,1380047940.72,357123228.191,289796981.83,76429307.3775,345920145.401,112916176.181,1710907410.56,65255239.9159,126938377.576,75311574.6198,24384499.4268,10095208.8536,125574918.909,32030177.923,224105074.837,112101684.227,10752438.5551,58655397.3902,14159864.1873,632133454.121,62839532.07,45509640.0303,210888187.215,8765424.33055,112030294.38,314596181.565,7289100334.31
2020.0,38517483.3945,146482254.456,4549088.63152,27246974.6149,27049621.1178,213326227.774,68175129.9455,34932666.3864,45445395.4598,183427921.176,1404290225.47,406043873.124,286209166.136,76348868.4443,393146267.459,111487970.941,1818032157.5,63865568.4318,125434028.775,76386292.6792,28052900.8882,11271049.4975,145609924.808,32100737.7074,243750326.957,120267820.329,10909722.3576,61387345.5144,16655760.2413,667129343.451,67664617.3992,44281216.7629,223153227.984,9937864.53796,121225140.156,320608205.654,7674402386.15
2025.0,48210612.0854,153965842.686,5059060.52931,27582981.1844,26775782.378,219806344.337,68321203.4061,35296954.5138,47472200.6722,193678644.396,1416205360.35,458237219.829,281249168.846,76024664.2799,444926482.709,109858339.657,1917426868.63,62320903.6319,123256031.408,77148044.2401,32078996.2503,12486582.4062,167760142.344,32135408.7799,262324055.45,127363361.402,11042364.6785,63382469.6114,19500822.672,699012063.44,72347222.8281,42870015.0357,234495359.208,11100577.0121,130482934.171,326331099.4,8037536184.46
2030.0,59465884.2193,160578583.319,5589081.91495,27805878.6704,26444723.1036,224892596.664,68226988.5357,35538951.6532,49246856.9928,202870289.684,1417359481.53,513451173.212,275116256.092,75495270.3949,501419704.499,107953866.144,2006263602.23,60689334.3352,120610104.157,77494294.556,36392110.8369,13735070.711,191995435.296,32076424.119,280259788.911,133651817.014,11162045.5356,64814271.2594,22686153.1309,727214733.848,76847227.2836,41388113.4839,244838965.434,12260242.0617,139876184.992,331149232.799,8376860738.62
2035.0,72332436.0449,166354449.667,6135770.17128,27937083.9203,26052525.3249,228572478.787,67964839.0374,35635884.4169,50756836.7032,210943256.471,1409613459.12,571164530.709,268528681.346,74730930.38,562415591.809,105755304.825,2083289178.4,58970860.4263,117669675.974,77265326.1042,40928435.7437,15000685.8819,218135835.538,31924612.7564,298082195.96,139475867.193,11261605.8225,65936481.4333,26195634.0826,751547758.222,81206415.5265,39899067.5662,254070747.377,13458442.7733,149371412.533,334787741.255,8693372039.31
2040.0,86773839.578,171256577.321,6697040.83876,28002933.7135,25597278.9007,231005666.678,67606375.4479,35626731.5051,51991532.6723,217854577.447,1394063782.11,630567741.065,262250602.81,73681721.7908,627323077.048,103292157.321,2148459980.42,57172917.0324,114574039.663,76426844.2817,45672063.6712,16262729.9393,245774058.317,31736207.1914,315706271.094,144907132.664,11330020.4259,66819487.8123,30021041.7149,772066859.706,85464847.2643,38366241.3259,262154131.254,14701728.0721,158872500.49,337379338.144,8987460076.73
2045.0,102721203.225,175201635.055,7267024.56725,28035384.248,25081798.8356,232245952.013,67163008.9555,35551644.3157,52938634.6647,223582578.513,1371564926.42,690935341.026,256502104.11,72348526.0504,695310022.053,100610723.762,2202010437.77,55262974.788,111551534.36,75120324.2402,50607063.0926,17505223.7375,274448289.557,31551995.0312,332590090.414,149629885.687,11353983.5675,67368895.2952,34157878.6927,788799180.621,89558798.2644,36733673.5473,269040525.439,15945632.4281,168234397.515,339208318.591,9257739610.45
2050.0,120141651.338,178071518.659,7837491.19217,28033169.5866,24515404.7111,232297356.091,66602980.7385,35454320.5182,53585657.0952,228092092.145,1342411875.0,751571233.444,250947319.699,70834056.0756,765326234.54,97798484.9056,2243926845.91,53231207.5717,108665255.75,73487209.4869,55705590.1668,18720727.4856,303870314.413,31382638.4317,348269166.6,153263389.704,11331395.615,67478107.8408,38578919.3144,801867074.984,93422455.5761,34974706.9363,274734765.393,17133328.213,177354125.557,340839802.553,9501757873.25
2055.0,138936571.844,179831843.553,8401575.25407,27996322.6673,23910955.8486,231251905.156,65893900.6855,35363392.1094,53947469.9094,231323300.885,1308251417.29,811737412.771,245232313.738,69245456.3447,836621476.87,94956399.6228,2273636934.3,51125761.6316,105823828.939,71665362.7781,60897550.876,19901194.2762,333732782.277,31217840.5107,362429020.322,155594579.898,11269167.9338,67132141.0629,43231039.5947,811396853.149,97019799.1544,33102468.6204,279229963.711,18247744.3186,186188656.138,342680248.171,9718424652.22
2060.0,159000858.005,180535110.569,8958306.74919,27934313.5313,23280649.2006,229103332.399,65088176.4326,35320974.2193,54045236.5977,233299632.115,1271374561.74,870678951.351,239268857.755,67639356.6306,908507488.252,92287509.1655,2291448230.55,49056136.1958,102863203.575,69779817.7877,66119918.1308,21030316.2886,363640501.064,31049673.5127,375181257.872,156654738.511,11184335.799,66410500.8519,48041876.9943,817821988.4,100332672.897,31192437.9241,282541884.029,19299499.8089,194729630.322,344729152.626,9909431087.86
