year,Angola,ArabicMiddleEast,ArabicWestAfrica,AustrailiaNewZealand,BalkanPeninsula,Brazil,BritishIsles,Canada,Caribbean,CentralAmerica,ChineseAsia,EastAfrica,EasternEurope,FrenchEurope,FrenchWestAfrica,GermanEurope,IndianSubcontinent,ItalianEurope,Japan,Korea,Madagascar,Melanesia,MiddleAfrica,NordicCountries,NorthAfrica,PersianMiddleEast,Portugal,RussianAsia,Somalia,SoutheastAsia,SouthernAfrica,Spain,SpanishSouthAmerica,Tajikistan,TurkishMiddleEast,USA,World
2015.0,30352734.4772,138400201.674,4071359.01476,26874068.1067,27343285.2888,205884049.027,67973830.9518,34552130.6601,43296359.2089,172494187.978,1382948004.21,358013095.753,290922975.908,76634061.3335,347161996.754,113262692.711,1714558284.71,65454983.1179,127315433.211,75458325.3623,24434696.5729,10116360.5735,125997499.903,32126883.206,224506575.146,112285605.661,10785703.2697,58777079.8025,14211749.3546,633413517.716,63046422.796,45626700.3034,211281188.505,8779340.23835,112220654.523,315368368.422,7305950405.45
2020.0,38626565.2777,146701047.49,4560004.71481,27300212.1903,27135462.6724,213705151.37,68354968.3342,35009413.0579,45548529.4837,183695547.687,1407241984.95,407054920.521,287321082.594,76552851.9613,394556954.005,111829709.655,1821913366.27,64060758.7961,125806834.446,76534980.7264,28110950.3601,11294822.6635,146099489.414,32197596.808,244186681.754,120465160.289,10943455.7946,61514355.5796,16716788.0725,668482565.842,67886434.6164,44394592.6038,223570039.077,9953766.12541,121431602.008,321394405.234,7692153052.45
2025.0,48348415.4242,154194318.454,5071131.24882,27636289.6173,26860535.1277,220197491.243,68501181.3107,35374605.4799,47580369.5342,193961003.414,1419182941.63,459377415.647,282341678.556,76227157.795,446522177.597,110194676.767,1921522056.72,62511075.2694,123622574.891,77298058.8778,32145684.6428,12513079.8723,168323689.972,32232312.6682,262793284.596,127572389.978,11076479.246,63513232.9808,19572271.046,700432456.404,72583370.5663,42979253.8775,234934315.508,11118464.2654,130705692.566,327130588.393,8056151721.18
2030.0,59637159.2363,160815355.924,5602347.3693,27859027.2921,26528201.2,225293504.814,68406459.5372,35617245.7018,49359492.7836,203165821.891,1420340288.1,514727841.158,276184806.181,75695664.2294,503217131.473,108283956.758,2010550342.88,60874231.8478,120968982.38,77644827.8518,36468079.1484,13764380.3974,192639852.287,32173090.1171,280760692.019,133871240.288,11196490.6129,64947583.5456,22769267.0332,728695152.652,77096991.1518,41493055.8279,245298247.002,12280123.2556,140115562.939,331959791.502,8396302288.4
2035.0,72542094.9086,166598220.676,6150262.92511,27989890.302,26134532.9773,228980651.095,68143350.1911,35714509.8197,50873335.8573,211250319.904,1412578794.37,572583682.902,269571510.388,74928543.4688,564430702.137,106078249.774,2087742333.07,59150230.3538,118020000.118,77415262.5564,41014191.2311,15032861.3051,218867393.688,32020761.454,298614513.663,139704956.76,11296309.3308,66071669.5853,26291599.1787,753080662.65,81469230.3263,39999719.1322,254548307.611,13480391.799,149627680.192,335606493.426,8713603219.12
2040.0,87026701.7557,171506029.905,6712789.13996,28055271.2471,25677616.8823,231418879.603,67783664.3496,35705462.0465,52111260.803,218171471.517,1396997243.74,632133365.619,263268917.718,73875751.4255,629569688.173,103607152.363,2153054283.51,57346530.3682,114915334.614,76575005.1399,45768078.715,16297779.3397,246597655.323,31831729.1948,316269594.457,145145280.218,11364876.9808,66956029.7481,30131013.3043,773644809.085,85740289.8242,38462518.1889,262647840.503,14725828.5112,159145766.432,338203749.076,9008445258.82
2045.0,103021892.704,175455365.294,7284043.52824,28087190.5628,25160279.4551,232662068.134,67338845.0906,35630342.1609,53060922.871,223907574.824,1374451898.02,692649616.331,257497966.254,72538185.4335,697798959.104,100917110.491,2206721092.32,55430505.5746,111884004.831,75265808.2811,50713774.8708,17543119.6682,275367270.923,31646904.0676,333183046.587,149875965.886,11388847.9654,67506083.1463,34282995.38,790414771.277,89846252.3508,36825355.64,269548148.793,15971893.838,168524522.349,340036562.991,9279439187.0
2050.0,120494696.312,178327985.073,7855777.35696,28084382.977,24591872.1847,232714235.926,66777052.6907,35532944.1918,53709801.9642,228423414.87,1345238349.26,753434605.892,251921486.229,71018841.8523,768064555.797,98095875.4291,2248728994.15,53392302.2565,108989294.869,73629391.8699,55823375.3414,18761424.9957,304887059.418,31476980.458,348889559.264,153515651.331,11366117.9139,67615026.2775,38720219.7704,803513128.597,93721108.8149,35061513.8891,275254064.512,17161664.7065,177660791.808,341671444.733,9524124992.98
2055.0,139346209.156,180089487.096,8421109.87736,28046884.2239,23985297.094,231667565.521,66065815.3645,35441963.3444,54072797.4201,231659091.078,1311006842.87,813748497.488,246184168.053,69425156.3171,839613553.284,95244716.1019,2278504463.89,51280214.5338,106139557.877,71803886.9447,61026635.7711,19944629.5479,334848643.179,31311630.636,363074098.653,155850919.241,11303621.4209,67267855.8654,43389367.7314,813066420.068,97328741.4497,33184159.663,279758676.618,18278039.475,186511469.865,343515848.452,9741408035.17
2060.0,159471010.654,180792476.322,8979069.43648,27984183.4394,23352791.3238,229515771.04,65257680.635,35399608.005,54171118.0781,233638068.599,1274053203.48,872834495.344,240197441.337,67813914.2107,911755229.612,92567291.5508,2296355659.39,49204073.7124,103170254.369,69914569.6181,66260393.1831,21076388.5988,364855512.478,31142903.1483,375848476.11,156913099.624,11218447.8935,66544249.9235,48217811.585,819508976.579,100650954.301,31268964.3794,283077769.221,19331652.7696,195068179.935,345569271.755,9932980961.63
