year,Angola,ArabicMiddleEast,ArabicWestAfrica,AustrailiaNewZealand,BalkanPeninsula,Brazil,BritishIsles,Canada,Caribbean,CentralAmerica,ChineseAsia,EastAfrica,EasternEurope,FrenchEurope,FrenchWestAfrica,GermanEurope,IndianSubcontinent,ItalianEurope,Japan,Korea,Madagascar,Melanesia,MiddleAfrica,NordicCountries,NorthAfrica,PersianMiddleEast,Portugal,RussianAsia,Somalia,SoutheastAsia,SouthernAfrica,Spain,SpanishSouthAmerica,Tajikistan,TurkishMiddleEast,USA,World
2015.0,28508002.0749,133918230.976,3865358.33521,26349020.5722,26952453.3289,201457518.057,66723738.7497,33999416.852,42197476.2241,167530929.571,1357963216.54,339302817.664,285987923.999,75293818.3775,327587001.976,111727804.217,1662941156.98,64614094.5418,125744185.852,74273959.7127,23240656.9169,9715763.03639,118494160.401,31590039.715,215969756.69,108622789.207,10653255.5204,56851063.5435,13313962.1681,615953805.58,60985083.9196,45016073.3924,205671381.372,8404017.08087,108602103.401,309475458.279,7099497494.82
2020.0,34248798.023,137787960.617,4121428.13554,26263994.3832,26380036.4144,204968648.815,65914181.3706,33913657.7549,43337594.1563,173707167.971,1359086503.05,366864806.87,277916555.97,73954611.8319,352453850.733,108790022.939,1717434723.28,62460335.3602,122773184.119,74162853.157,25484980.5425,10443298.0404,129707529.959,31127051.7957,226876471.673,113196607.107,10683515.3691,57781139.7518,14709004.0449,633324852.66,63658608.9519,43271258.7105,212251308.286,9157287.42835,113937850.405,309423610.505,7271575290.18
2025.0,40626970.6634,140938259.818,4374744.09198,26111293.6673,25763506.4326,207339728.97,64947594.1346,33746295.9722,44265309.2548,178985719.128,1350242702.8,394948270.489,269052665.862,72452759.9482,378675705.952,105732404.652,1764055104.92,60213433.5564,119240084.113,73759249.8436,27843708.763,11161543.219,141564905.022,30644278.8493,236573292.551,116889235.697,10686577.9018,58162963.1619,16223763.2129,647573106.328,66120783.8107,41421199.2825,217899533.719,9872664.05739,119080302.957,309010848.28,7416200511.08
2030.0,47646910.1812,143330985.637,4623471.69759,25872514.5938,25109611.4141,208550571.364,63823772.9139,33474321.9982,44965189.2604,183323954.259,1332433298.88,423357529.241,259526070.566,70818103.5514,406165429.183,102525246.358,1801104066.16,57927884.2251,115325752.797,72998022.9289,30262128.3534,11866106.1175,153970398.345,30097044.1296,245376246.079,119884367.968,10669733.6922,58122889.1003,17837934.7337,658403369.379,68350992.6783,39550942.524,222595381.875,10555703.4041,124077937.388,307777213.827,7532301096.8
2035.0,55272013.3468,145001216.93,4865336.64213,25561971.4207,24412554.3425,208601962.475,62584872.6547,33076109.2459,45436390.587,186713081.103,1307040817.98,451745007.403,249776077.146,69023662.7539,434643323.01,99160146.3692,1828128555.83,55603043.8294,111188560.853,71776626.3343,32694902.8218,12546593.0849,166770785.186,29483873.7605,253621087.938,122394572.901,10626869.2619,57831826.7415,19531499.1426,665742934.142,70387647.887,37701260.5962,226283894.884,11231380.5488,128893632.764,305556608.988,7620910700.9
2040.0,63426689.5606,145944639.832,5099435.02158,25198119.6736,23669859.1724,207639250.475,61275895.6748,32578947.8272,45676773.9788,189141149.083,1274994005.86,479626436.42,240327241.742,67035391.9772,463674840.344,95643786.3988,1845568285.5,53248549.4612,106969220.555,70078671.0058,35129236.2144,13191100.5996,179712179.108,28848735.8503,261259857.892,124467179.195,10550922.4234,57342855.5281,21291720.1617,669729128.574,72263436.7724,35837653.5982,228969185.936,11901737.3019,133453041.468,302479190.822,7683244351.0
2045.0,72023688.7794,146136569.245,5322827.85262,24807709.6197,22886366.1912,205723102.553,59917191.4545,32018427.365,45682562.5061,190622619.651,1237250982.16,506626504.451,231398134.04,64872266.9079,492735120.419,91991634.9197,1853899284.37,50843546.285,102884307.678,68006213.1615,37554028.7977,13791543.3463,192543107.166,28226642.9068,267996810.317,125912417.054,10433513.2914,56612177.1449,23108057.1203,670540305.113,73943543.9207,33919783.6156,230649439.606,12541114.7517,137671084.535,298797646.571,7719890274.86
2050.0,81008692.5764,145538066.166,5531861.00501,24394886.2287,22074528.7117,202888307.23,58497845.8513,31437209.2562,45452378.7547,191149038.995,1194588400.79,532433369.258,222844287.601,62630384.5678,521245133.339,88271780.3286,1853313069.77,48381516.1544,98995534.9826,65670721.5609,39953293.8533,14345528.2084,205133736.281,27627332.736,273625073.903,126514879.761,10274914.8063,55599924.589,24961874.6838,668444457.592,75395081.8378,31936273.1881,231369564.192,13119920.3399,141498812.099,294972968.253,7731120649.45
2055.0,90295442.2212,144169822.84,5724101.45222,23966677.4717,21246911.9089,199223560.228,57002216.0668,30867065.0775,45007993.1967,190706407.802,1148756026.19,556708892.665,214463759.49,60398905.0386,548862762.98,84586872.6732,1843798620.42,45906291.9254,95224512.4149,63198337.2801,42287645.0142,14851297.6547,217353327.559,27044933.5939,278019907.621,126169588.152,10081268.8823,54317976.8973,26823550.3745,663706877.117,76607370.9329,29900986.0442,231163408.171,13633044.4774,144929317.093,291342816.809,7718348495.73
2060.0,99805902.9539,142102658.621,5900427.80244,23532580.364,20413535.3976,194739971.033,55476082.2158,30345809.7844,44375009.5789,189343387.696,1101807744.01,579143521.081,206164452.71,58222086.5321,575319904.586,81127896.934,1825947348.58,43510284.3201,91417299.6282,60712168.262,44526193.632,15301397.3635,229024961.15,26476381.4245,281299881.113,124906569.913,9866614.39666,52824683.6205,28657162.7375,656772398.874,77576636.1908,27875921.339,230078619.979,14088757.7147,147971636.116,287950456.341,7684606344.0
